3p6.3d8            | 3F     |   4 |                0.0    |       L10559
                   |        |   3 |             1861.4    |             
                   |        |   2 |             3077.6    |             
                   |        |     |                       |              
3p6.3d8            | 1D     |   2 |            16248.0    |             
                   |        |     |                       |              
3p6.3d8            | 3P     |   2 |            19696.6    |             
                   |        |   1 |            20096.6    |             
                   |        |   0 |            20422.6    |             
                   |        |     |                       |              
3p6.3d8            | 1G     |   4 |            26913.0    |             
                   |        |     |                       |              
3p6.3d8            | 1S     |   0 |            61456.4    |             
                   |        |     |                       |              
3p6.3d7.(4F).4s    | 5F     |   5 |           119632.4    |             
                   |        |   4 |           120918.7    |             
                   |        |   3 |           121929.8    |             
                   |        |   2 |           122663.8    |             
                   |        |   1 |           123139.8    |             
                   |        |     |                       |              
3p6.3d7.(4F).4s    | 3F     |   4 |           128343.3    |             
                   |        |   3 |           130060.3    |             
                   |        |   2 |           131218.6    |             
                   |        |     |                       |              
3p6.3d7.(4P).4s    | 5P     |   3 |           139695.3    |             
                   |        |   2 |           140065.7    |             
                   |        |   1 |           140715.0    |             
                   |        |     |                       |              
3p6.3d7.(2G).4s    | 3G     |   5 |           144065.9    |             
                   |        |   4 |           144749.0    |             
                   |        |   3 |           145579.9    |             
                   |        |     |                       |              
3p6.3d7.(2P).4s    | 3P     |   2 |           147736.6    |             
                   |        |     |                       |              
3p6.3d7.(4P).4s    | 3P     |   1 |           147929.8    |             
                   |        |     |                       |              
3p6.3d7.(2P).4s    | 3P     |   0 |           148233.8    |             
                   |        |     |                       |              
3p6.3d7.(2G).4s    | 1G     |   4 |           148860.7    |             
                   |        |     |                       |              
3p6.3d7.(4P).4s    | 3P     |   2 |           148903.6    |             
                   |        |     |                       |              
3p6.3d7.(2P).4s    | 3P     |   1 |           149667.2    |             
                   |        |     |                       |              
3p6.3d7.(2H).4s    | 3H     |   6 |           151622.7    |             
                   |        |     |                       |              
3p6.3d7.(2D2).4s   | 3D     |   3 |           152231.7    |             
                   |        |     |                       |              
3p6.3d7.(2H).4s    | 3H     |   5 |           152301.7    |             
                   |        |     |                       |              
3p6.3d7.(2P).4s    | 1P     |   1 |           152400.2    |             
                   |        |     |                       |              
3p6.3d7.(2H).4s    | 3H     |   4 |           153198.2    |             
                   |        |     |                       |              
3p6.3d7.(2D2).4s   | 3D     |   2 |           153375.7    |             
                   |        |   1 |           155476.7    |             
                   |        |     |                       |              
3p6.3d7.(2H).4s    | 1H     |   5 |           156458.7    |             
                   |        |     |                       |              
3p6.3d7.(2D2).4s   | 1D     |   2 |           157536.1    |             
                   |        |     |                       |              
3p6.3d7.(2F).4s    | 3F     |   2 |           170066.5    |             
                   |        |   3 |           170277.7    |             
                   |        |   4 |           170619.0    |             
                   |        |     |                       |              
3p6.3d7.(2F).4s    | 1F     |   3 |           174831.3    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 5F*    |   5 |           190527.7    |             
                   |        |   4 |           190553.6    |             
                   |        |   3 |           191761.8    |             
                   |        |   2 |           192741.0    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 5D*    |   4 |           192752.8    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 5F*    |   1 |           193434.4    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 5G*    |   6 |           193947.8    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 5D*    |   3 |           194132.4    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 5G*    |   5 |           194339.1    |             
                   |        |   4 |           195054.9    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 5D*    |   2 |           195085.9    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 5G*    |   3 |           195544.1    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 5D*    |   1 |           195684.3    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 5G*    |   2 |           195827.0    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 5D*    |   0 |           195932.0    |             
                   |        |     |                       |              
3p6.3d7.(2D1).4s   | 3D     |   1 |           196853.5    |             
                   |        |   2 |           197138.5    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 3G*    |   5 |           197325.0    |             
                   |        |     |                       |              
3p6.3d7.(2D1).4s   | 3D     |   3 |           197659.5    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 3F*    |   4 |           198179.2    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 3G*    |   4 |           199202.3    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 3F*    |   3 |           199598.8    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 3G*    |   3 |           200482.6    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 3F*    |   2 |           200720.0    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 3D*    |   3 |           201210.9    |             
                   |        |     |                       |              
3p6.3d7.(2D1).4s   | 1D     |   2 |           201771.0    |             
                   |        |     |                       |              
3p6.3d7.(4F).4p    | 3D*    |   2 |           202360.6    |             
                   |        |   1 |           203139.5    |             
                   |        |     |                       |              
3p6.3d7.(4P).4p    | 5S*    |   2 |           203868.9    |             
                   |        |     |                       |              
3p6.3d7.(4P).4p    | 5D*    |   1 |           213360.4    |             
                   |        |   2 |           213534.5    |             
                   |        |   3 |           213664.9    |             
                   |        |   0 |           213932.1    |             
                   |        |   4 |           214318.7    |             
                   |        |     |                       |              
3p6.3d7.(4P).4p    | *      |   1 |           214413.4    |             
                   |        |     |                       |              
3p6.3d7.(2G).4p    | 3H*    |   5 |           214835.3    |             
                   |        |     |                       |              
3p6.3d7.(2G).4p    | 3F*    |   4 |           215132.8    |             
                   |        |     |                       |              
3p6.3d7.(2G).4p    | 3H*    |   4 |           215733.9    |             
                   |        |   6 |           216071.3    |             
                   |        |     |                       |              
3p6.3d7.(2P).4p    | 3P*    |   0 |           216428.9    |             
                   |        |   2 |           216702.9    |             
                   |        |     |                       |              
3p6.3d7.(2G).4p    | 3F*    |   3 |           217079.2    |             
                   |        |     |                       |              
3p6.3d7.(2P).4p    | 3P*    |   1 |           217109.3    |             
                   |        |     |                       |              
3p6.3d7.(2G).4p    | 1G*    |   4 |           217444.6    |             
                   |        |     |                       |              
3p6.3d7.(4P).4p    | 5P*    |   3 |           217621.1    |             
                   |        |     |                       |              
3p6.3d7.(4P).4p    | *      |   2 |           217649.6    |             
                   |        |     |                       |              
3p6.3d7.(2G).4p    | 3G*    |   5 |           217999.5    |             
                   |        |     |                       |              
3p6.3d7.(4P).4p    | 5P*    |   2 |           218027.5    |             
                   |        |     |                       |              
3p6.3d7.(4P).4p    | 3D*    |   3 |           218137.6    |             
                   |        |     |                       |              
3p6.3d7.(4P).4p    | 5P*    |   1 |           218170.7    |             
                   |        |     |                       |              
3p6.3d7.(2G).4p    | 3G*    |   3 |           218628.0    |             
                   |        |     |                       |              
3p6.3d7.(4P).4p    | 3D*    |   1 |           218631.1    |             
                   |        |     |                       |              
3p6.3d7.(2G).4p    | 3F*    |   2 |           218726.2    |             
                   |        |     |                       |              
3p6.3d7.(2G).4p    | 1H*    |   5 |           218814.5    |             
                   |        |     |                       |              
3p6.3d7.(2G).4p    | 3G*    |   4 |           218944.8    |             
                   |        |     |                       |              
3p6.3d7.(2G).4p    | *      |   3 |           219402.7    |             
                   |        |     |                       |              
3p6.3d7.(2P).4p    | 1S*    |   0 |           219867.4    |             
                   |        |     |                       |              
3p6.3d7.(4P).4p    | 3P*    |   2 |           220315.6    |             
                   |        |     |                       |              
3p6.3d7.(2H).4p    | 3G*    |   5 |           220917.0    |             
                   |        |     |                       |              
3p6.3d7.(4P).4p    | 3P*    |   1 |           221271.6    |             
