3s2.3p4               | 3P     |   2 |                   0     |    L10543
                      |        |     |                         |           
3s2.3p4               | 1D     |   2 |              84600.+r   |          
                      |        |     |                         |           
3s2.3p3.(4S*).3d      | 5D*    |   4 |            3600000.     |          
