2s2.2p            | 2P*    | 1/2 |                  0     |    L12392
                  |        | 3/2 |              29017     |     L6826
                  |        |     |                        |           
2s.2p2            | 4P     | 1/2 |             248320+x   |     L5601
                  |        | 3/2 |             259630+x   |     L5601
                  |        | 5/2 |             274200+x   |     L5601
                  |        |     |                        |           
2s.2p2            | 2D     | 3/2 |             443960     |     L5217
                  |        | 5/2 |             445510     |     L5601
                  |        |     |                        |           
2s.2p2            | 2S     | 1/2 |             552860     |     L5601
                  |        |     |                        |           
2s.2p2            | 2P     | 1/2 |             588260     |     L5601
                  |        | 3/2 |             599080     |     L5601
                  |        |     |                        |           
2p3               | 4S*    | 3/2 |             775280+x   |     L5601
                  |        |     |                        |           
2p3               | 2D*    | 3/2 |             874320     |     L5217
                  |        | 5/2 |             877400     |     L5217
                  |        |     |                        |           
2p3               | 2P*    | 1/2 |             979270     |     L5217
                  |        | 3/2 |             985690     |     L5601
                  |        |     |                        |           
2s2.3d            | 2D     | 3/2 |            4132200     |     L2563
                  |        | 5/2 |            4139500     |     L2563
                  |        |     |                        |           
2s.2p.(3P*).3p    | 2P     | 1/2 |            4239400     |     L2563
                  |        | 3/2 |            4260400     |     L2563
                  |        |     |                        |           
2s.2p.(3P*).3p    | 2D     | 3/2 |            4320400     |     L2563
                  |        | 5/2 |            4343100     |     L2563
                  |        |     |                        |           
2s.2p.(3P*).3d    | 2D*    | 5/2 |            4403600     |     L2563
                  |        |     |                        |           
2s.2p.(3P*).3d    | 4D*    | 7/2 |            4406400+x   |     L2563
                  |        |     |                        |           
2s.2p.(3P*).3d    | 4P*    | 5/2 |            4418400+x   |     L2563
                  |        |     |                        |           
2s.2p.(3P*).3d    | 2F*    | 5/2 |            4452600     |     L2563
                  |        | 7/2 |            4463300     |     L2563
                  |        |     |                        |           
2s.2p.(1P*).3d    | 2F*    | 7/2 |            4615500     |     L2563
                  |        |     |                        |           
2s.2p.(1P*).3d    | 2D*    | 5/2 |            4636200     |     L2563
