3d6                  | 5D     |   4 |                 0.0    |      L10559
                     |        |   3 |              1195.8    |            
                     |        |   2 |              1986.8    |            
                     |        |   1 |              2489.6    |            
                     |        |   0 |              2733.4    |            
                     |        |     |                        |             
3d6                  | 3P2    |   2 |             29285.0    |            
                     |        |     |                        |             
3d6                  | 3H     |   6 |             30417.6    |            
                     |        |   5 |             31009.2    |            
                     |        |   4 |             31287.6    |            
                     |        |     |                        |             
3d6                  | 3P2    |   1 |             32684.9    |            
                     |        |     |                        |             
3d6                  | 3F2    |   4 |             32756.0    |            
                     |        |   3 |             33295.8    |            
                     |        |   2 |             33739.6    |            
                     |        |     |                        |             
3d6                  | 3P2    |   0 |             33867.8    |            
                     |        |     |                        |             
3d6                  | 3G     |   5 |             37378.1    |            
                     |        |   4 |             38468.9    |            
                     |        |   3 |             38907.4    |            
                     |        |     |                        |             
3d6                  | 1I     |   6 |             46405.8    |            
                     |        |     |                        |             
3d6                  | 3D     |   2 |             46714.2    |            
                     |        |   1 |             46848.3    |            
                     |        |   3 |             47119.1    |            
                     |        |     |                        |             
3d6                  | 1G2    |   4 |             47611.6    |            
                     |        |     |                        |             
3d6                  | 1S2    |   0 |             53786.6    |            
                     |        |     |                        |             
3d6                  | 1D2    |   2 |             54747.1    |            
                     |        |     |                        |             
3d6                  | 1F     |   3 |             64967.6    |            
                     |        |     |                        |             
3d6                  | 3P1    |   0 |             74712.0    |            
                     |        |   1 |             75774.1    |            
                     |        |     |                        |             
3d6                  | 3F1    |   2 |             77145.0    |            
                     |        |   4 |             77223.8    |            
                     |        |   3 |             77467.9    |            
                     |        |     |                        |             
3d6                  | 3P1    |   2 |             77908.8    |            
                     |        |     |                        |             
3d6                  | 1G1    |   4 |             87505.9    |            
                     |        |     |                        |             
3d6                  | 1D1    |   2 |            117084.3    |            
                     |        |     |                        |             
3d5.(6S).4s          | 7S     |   3 |            250876.6    |            
                     |        |     |                        |             
3d5.(6S).4s          | 5S     |   2 |            265639.1    |            
                     |        |     |                        |             
3d5.(4G).4s          | 5G     |   6 |            299143.0    |            
                     |        |   2 |            299250.6    |            
                     |        |   5 |            299256.0    |            
                     |        |   3 |            299282.1    |            
                     |        |   4 |            299292.9    |            
                     |        |     |                        |             
3d5.(4G).4s          | 3G     |   5 |            308997.5    |            
                     |        |   3 |            309046.1    |            
                     |        |   4 |            309110.8    |            
                     |        |     |                        |             
3d5.(2I).4s          | 3I     |   5 |            322791.9    |            
                     |        |   6 |            322804.7    |            
                     |        |   7 |            322877.3    |            
                     |        |     |                        |             
3d5.(6S).4p          | 7P*    |   2 |            342225.2    |            
                     |        |   3 |            343276.6    |            
                     |        |   4 |            345137.1    |            
                     |        |     |                        |             
3d5.(6S).4p          | 5P*    |   3 |            355259.2    |            
                     |        |   2 |            356137.2    |            
                     |        |   1 |            356674.0    |            
                     |        |     |                        |             
3d5.(4G).4p          | 5G*    |   2 |            388191.7    |            
                     |        |   3 |            388236.1    |            
                     |        |   4 |            388312.3    |            
                     |        |   5 |            388442.1    |            
                     |        |   6 |            388707.5    |            
                     |        |     |                        |             
3d5.(4G).4p          | 5H*    |   3 |            390618.2    |            
                     |        |   4 |            391198.1    |            
