3s2.3p            | 2P*    | 1/2 |                  0.0    |     L7185
                  |        | 3/2 |               4308.3    |          
                  |        |     |                         |           
3s.3p2            | 4P     | 1/2 |             129100+x    |          
                  |        | 3/2 |             130678+x    |          
                  |        | 5/2 |             133042+x    |          
                  |        |     |                         |           
3s.3p2            | 2D     | 3/2 |             171572.2    |          
                  |        | 5/2 |             171830.7    |          
                  |        |     |                         |           
3s.3p2            | 2S     | 1/2 |             216584.9    |          
                  |        |     |                         |           
3s.3p2            | 2P     | 1/2 |             231016.3    |          
                  |        | 3/2 |             233592.8    |          
                  |        |     |                         |           
3s2.3d            | 2D     | 3/2 |             282356      |          
                  |        | 5/2 |             282577      |          
                  |        |     |                         |           
3p3               | 4S*    | 3/2 |             345274+x    |          
                  |        |     |                         |           
3s.3p.3d          | 4P*    | 5/2 |             408227+x    |          
                  |        | 3/2 |             409291+x    |          
                  |        |     |                         |           
3s.3p.3d          | 4D*    | 1/2 |             411816+x    |          
                  |        | 3/2 |             412388+x    |          
                  |        | 5/2 |             412772+x    |          
                  |        | 7/2 |             412881+x    |          
                  |        |     |                         |           
3s2.4s            | 2S     | 1/2 |             547322      |          
                  |        |     |                         |           
3s.3p.4s          | 4P*    | 1/2 |             688747+x    |          
                  |        | 3/2 |             690128+x    |          
                  |        | 5/2 |             692833+x    |          
                  |        |     |                         |           
3s2.4d            | 2D     | 3/2 |             698232      |          
                  |        | 5/2 |             698420      |          
                  |        |     |                         |           
3s2.4f            | 2F*    | 5/2 |             743288      |          
                  |        | 7/2 |             743330      |          
                  |        |     |                         |           
3s2.5d            | 2D     | 3/2 |             885693      |          
                  |        | 5/2 |             885750      |          
                  |        |     |                         |           
3s2.5f            | 2F*    | 5/2 |             905052      |          
                  |        | 7/2 |             905087      |          
                  |        |     |                         |           
3s2.6d            | 2D     | 3/2 |             979749      |          
                  |        | 5/2 |             980089      |          
                  |        |     |                         |           
3s2.6f            | 2F*    | 5/2 |             991023      |          
                  |        | 7/2 |             991028      |          
                  |        |     |                         |           
3s2.7f            | 2F*    | 7/2 |            1043207      |          
                  |        | 5/2 |            1043275      |          
