3s2.3p              | 2P*    | 1/2 |                   0     |    L10163
                    |        | 3/2 |              63569.+c   |          
                    |        |     |                         |           
3s.3p2              | 2P     | 3/2 |             636080.+c   |          
                    |        |     |                         |           
3s2.3d              | 2D     | 3/2 |             720620.     |          
                    |        | 5/2 |             729260.+c   |          
