3s2.3p6                | 1S     |   0 |                   0     |    L10502
                       |        |     |                         |           
3s2.3p5.3d             | 3D*    |   1 |             1094950     |          
                       |        |     |                         |           
3s2.3p5.3d             | 1P*    |   1 |             1348250     |          
                       |        |     |                         |           
3s2.3p5.4d             | 1P*    |   1 |             5405400     |          
                       |        |     |                         |           
3s2.3p5.4d             | 3D*    |   1 |             5562000     |          
