3p6.3d10               | 1S          |   0 |                    0     |               L14671
                       |             |     |                          |                      
3p6.3d9.4s             | (5/2,1/2)   |   3 |             12598500     |               L15053
                       |             |   2 |             12613550     |               L15053
                       |             |     |                          |                      
3p6.3d9.4s             | (3/2,1/2)   |   1 |             13135770     |        L12286,L15053
                       |             |   2 |             13145300     |               L15201
                       |             |     |                          |                      
3p6.3d9.4p             | (5/2,1/2)*  |   2 |             13376150     |               L15201
                       |             |   3 |             13385270     |        L15201,L15053
                       |             |     |                          |                      
3p6.3d9.4p             | (3/2,1/2)*  |   2 |             13913370     | L12286,L15201,L15053
                       |             |   1 |             13940600     |                L9520
                       |             |     |                          |                      
3p6.3d9.4p             | (5/2,3/2)*  |   1 |             14232400+y   |               L15201
                       |             |     |                          |                      
3p6.3d9.4p             | (3/2,3/2)*  |   1 |             14757000     |               L15201
                       |             |     |                          |                      
3p6.3d9.4d             | (5/2,5/2)   |   1 |             15559500+y   |               L15201
                       |             |   2 |             15613600+y   |               L15201
                       |             |     |                          |                      
3p5.3d10.4s            | (3/2,1/2)*  |   1 |             16255400     |                L9000
                       |             |     |                          |                      
3p6.3d9.4d             | (3/2,3/2)   |   0 |             16256200     |               L15201
                       |             |     |                          |                      
3p6.3d9.4f             | (5/2,7/2)*  |   1 |             17037800     |             L9064c90
                       |             |     |                          |                      
3p6.3d9.4f             | (3/2,5/2)*  |   1 |             17576900     |             L9064c90
                       |             |     |                          |                      
3p5.3d10.4s            | (1/2,1/2)*  |   1 |             18714000     |               L15201
                       |             |     |                          |                      
3p5.3d10.4d            | (3/2,3/2)*  |   1 |             19036000     |             L9064c90
                       |             |     |                          |                      
3p5.3d10.4d            | (3/2,5/2)*  |   1 |             19229000     |             L9064c90
                       |             |     |                          |                      
3p5.3d10.4f            | (3/2,7/2)   |   2 |             20591000     |               L15201
                       |             |     |                          |                      
3s.3p6.3d10.4p         | (1/2,1/2)*  |   1 |             21384000     |               L15201
                       |             |     |                          |                      
3p5.3d10.4d            | (1/2,3/2)*  |   1 |             21565000     |               L15201
                       |             |     |                          |                      
3s.3p6.3d10.4p         | (1/2,3/2)*  |   1 |             22267000     |               L15201
                       |             |     |                          |                      
3p6.3d9.5f             | (5/2,7/2)*  |   1 |             22713000     |               L15201
                       |             |     |                          |                      
3p6.3d9.5f             | (3/2,5/2)*  |   1 |             23214200     |               L15201
                       |             |     |                          |                      
3p5.3d10.5d            | (3/2,5/2)*  |   1 |             25670000     |               L15201
                       |             |     |                          |                      
3p6.3d9.6f             | (5/2,7/2)*  |   1 |             25784000     |               L15201
                       |             |     |                          |                      
3p6.3d9.6d             | (3/2,3/2)   |   0 |             25944000     |                L9000
                       |             |     |                          |                      
3p6.3d9.6f             | (3/2,5/2)*  |   1 |             26293000     |               L15201
                       |             |     |                          |                      
3p6.3d9.7f             | (5/2,7/2)*  |   1 |             27633000     |               L15201
                       |             |     |                          |                      
3p5.3d10.5d            | (1/2,3/2)*  |   1 |             28076000     |               L15201
                       |             |     |                          |                      
3p6.3d9.7f             | (3/2,5/2)*  |   1 |             28150000     |               L15201
                       |             |     |                          |                      
3p6.3d9.8f             | (5/2,7/2)*  |   1 |             28827000     |               L15201
                       |             |     |                          |                      
3s.3p6.3d10.5p         | (1/2,1/2)*  |   1 |             29030000?    |               L10172
                       |             |     |                          |                      
3p5.3d10.6d            | (3/2,5/2)*  |   1 |             29036000     |               L15201
                       |             |     |                          |                      
3p6.3d9.8f             | (3/2,5/2)*  |   1 |             29355000     |               L15201
