4d3                  | 4F     |  3/2 |                     0     |    L14671
                     |        |  5/2 |                121554     | L12340c24
                     |        |      |                           |           
4d3                  | 2P     |  3/2 |                140750     | L12340c24
                     |        |      |                           |           
4d3                  | 2G     |  7/2 |                156410+x   | L12340c24
                     |        |      |                           |           
