1s2.2s2            | 1S     |   0 |                0     |    L13237
                   |        |     |                      |           
1s2.2s.2p          | 3P*    |   0 |           125881     |          
                   |        |   1 |           126613     |          
                   |        |   2 |           128219     |          
                   |        |     |                      |           
1s2.2s.2p          | 1P*    |   1 |           243208     |          
                   |        |     |                      |           
1s2.2p2            | 3P     |   0 |           327477     |          
                   |        |   1 |           328311     |          
                   |        |   2 |           329730     |          
                   |        |     |                      |           
1s2.2p2            | 1D     |   2 |           361145     |          
                   |        |     |                      |           
1s2.2p2            | 1S     |   0 |           446136     |          
                   |        |     |                      |           
1s2.2s.3s          | 3S     |   1 |          1239975     |          
                   |        |     |                      |           
1s2.2s.3s          | 1S     |   0 |          1262780     |          
                   |        |     |                      |           
1s2.2s.3p          | 1P*    |   1 |          1294230     |          
                   |        |     |                      |           
1s2.2s.3d          | 3D     |   1 |          1327230     |          
                   |        |   2 |          1327270     |          
                   |        |   3 |          1327390     |          
                   |        |     |                      |           
1s2.2s.3d          | 1D     |   2 |          1347740     |          
                   |        |     |                      |           
1s2.2p.3s          | 3P*    |   0 |          1399670     |          
                   |        |   1 |          1400470     |          
                   |        |   2 |          1402200     |          
                   |        |     |                      |           
1s2.2p.3s          | 1P*    |   1 |          1426120     |          
                   |        |     |                      |           
1s2.2p.3p          | 1P     |   1 |          1432980     |          
                   |        |     |                      |           
1s2.2p.3p          | 3D     |   1 |          1439410?    |          
                   |        |   2 |          1440260?    |          
                   |        |   3 |          1441880     |          
                   |        |     |                      |           
1s2.2p.3p          | 3S     |   1 |          1452400     |          
                   |        |     |                      |           
1s2.2p.3p          | 3P     |   1 |          1459850     |          
                   |        |   2 |          1460770     |          
                   |        |     |                      |           
1s2.2p.3d          | 1D*    |   2 |          1469150     |          
                   |        |     |                      |           
1s2.2p.3p          | 1D     |   2 |          1474580     |          
                   |        |     |                      |           
1s2.2p.3p          | 1S     |   0 |          1481510     |          
                   |        |     |                      |           
1s2.2p.3d          | 3D*    |   1 |          1485140     |          
                   |        |   2 |          1485340     |          
                   |        |   3 |          1486080     |          
                   |        |     |                      |           
1s2.2p.3d          | 3P*    |   2 |          1491980     |          
                   |        |   1 |          1492630     |          
                   |        |   0 |          1492980     |          
                   |        |     |                      |           
1s2.2p.3d          | 1F*    |   3 |          1507790     |          
                   |        |     |                      |           
1s2.2p.3d          | 1P*    |   1 |          1513730     |          
                   |        |     |                      |           
1s2.2s.4s          | 3S     |   1 |          1649480     |          
                   |        |     |                      |           
1s2.2s.4s          | 1S     |   0 |          1656820     |          
                   |        |     |                      |           
1s2.2s.4p          | 1P*    |   1 |          1673390     |          
                   |        |     |                      |           
1s2.2s.4d          | 3D     |   3 |          1683370     |          
                   |        |   2 |          1683370     |          
                   |        |   1 |          1683370     |          
                   |        |     |                      |           
1s2.2s.4d          | 1D     |   2 |          1689970     |          
                   |        |     |                      |           
1s2.2p.4p          | 1P     |   1 |          1813190     |          
                   |        |     |                      |           
1s2.2p.4p          | 3D     |   2 |          1816010?    |          
                   |        |   3 |          1817290     |          
                   |        |     |                      |           
1s2.2p.4p          | 3P     |   2 |          1822880     |          
                   |        |     |                      |           
1s2.2p.4d          | 1D*    |   2 |          1827570     |          
                   |        |     |                      |           
1s2.2p.4p          | 1D     |   2 |          1827640     |          
                   |        |     |                      |           
1s2.2p.4d          | 3D*    |   3 |          1833530     |          
                   |        |     |                      |           
1s2.2p.4d          | 3P*    |   2 |          1835010     |          
                   |        |   1 |          1835290?    |          
                   |        |     |                      |           
1s2.2p.4d          | 1F*    |   3 |          1838860     |          
                   |        |     |                      |           
1s2.2s.5p          | 1P*    |   1 |          1838910     |          
                   |        |     |                      |           
1s2.2p.4d          | 1P*    |   1 |          1843110     |          
                   |        |     |                      |           
1s2.2s.5d          | 3D?    |   1 |          1848670?    |          
                   |        |   2 |          1848670?    |          
                   |        |   3 |          1848670?    |          
                   |        |     |                      |           
1s2.2s.5d          | 1D     |   2 |          1848960     |          
                   |        |     |                      |           
1s2.2s.6p          | 1P*    |   1 |          1930910     |          
                   |        |     |                      |           
1s2.2s.6d          | 3D?    |   3 |          1933430     |          
                   |        |   2 |          1933430     |          
                   |        |   1 |          1933430     |          
                   |        |     |                      |           
1s2.2s.6d          | 1D     |   2 |          1935230     |          
                   |        |     |                      |           
1s2.2p.5p          | 3P     |   2 |          1988680     |          
                   |        |     |                      |           
1s2.2p.5p          | 1D     |   2 |          1990540     |          
                   |        |     |                      |           
1s2.2p.5d          | 1D*    |   2 |          1991220     |          
                   |        |     |                      |           
1s2.2p.5d          | 3D*    |   3 |          1994370     |          
                   |        |     |                      |           
1s2.2p.5d          | 3P*    |   2 |          1994930     |          
                   |        |   1 |          1995200?    |          
                   |        |     |                      |           
1s2.2p.5d          | 1F*    |   3 |          1998130     |          
                   |        |     |                      |           
1s2.2p.6p          | 3D?    |   3 |          2076930?    |          
                   |        |   2 |          2076930?    |          
                   |        |   1 |          2076930?    |          
                   |        |     |                      |           
1s2.2p.6d          | 3D*    |   1 |          2080460     |          
                   |        |   2 |          2080460     |          
                   |        |   3 |          2080460     |          
                   |        |     |                      |           
1s2.2p.6d          | 3P*    |   2 |          2081170     |          
                   |        |   1 |          2081170     |          
                   |        |   0 |          2081170     |          
                   |        |     |                      |           
1s2.2p.6d          | 1F*    |   3 |          2083210     |          
