2s2.2p              | 2P*    | 1/2 |                   0     |    L10559
                    |        | 3/2 |              191280     |          
                    |        |     |                         |           
2s.2p2              | 4P     | 1/2 |              485730+x   |          
                    |        | 3/2 |              584920+x   |          
                    |        | 5/2 |              662770+x   |          
                    |        |     |                         |           
2p3                 | 4S*    | 3/2 |             1513780+x   |          
