3d4                  | 5D     |   0 |                 0.0    |      L7185
                     |        |   1 |               204.0    |           
                     |        |   2 |               589.0    |           
                     |        |   3 |              1124.7    |           
                     |        |   4 |              1781.6    |           
                     |        |     |                        |            
3d4                  | 3P2    |   0 |             27166.2    |           
                     |        |     |                        |            
3d4                  | 3H     |   4 |             28376.6    |           
                     |        |     |                        |            
3d4                  | 3P2    |   1 |             28461.5    |           
                     |        |     |                        |            
3d4                  | 3H     |   5 |             28805.9    |           
                     |        |   6 |             29233.8    |           
                     |        |     |                        |            
3d4                  | 3P2    |   2 |             30506.1    |           
                     |        |     |                        |            
3d4                  | 3F2    |   2 |             30554.9    |           
                     |        |   3 |             30634.6    |           
                     |        |   4 |             30816.7    |           
                     |        |     |                        |            
3d4                  | 3G     |   3 |             34025.8    |           
                     |        |   4 |             34474.6    |           
                     |        |   5 |             34854.8    |           
                     |        |     |                        |            
3d4                  | 3D     |   3 |             41675.9    |           
                     |        |   2 |             41856.5    |           
                     |        |     |                        |            
3d4                  | 1G2    |   4 |             41925.9    |           
                     |        |     |                        |            
3d4                  | 3D     |   1 |             42098.0    |           
                     |        |     |                        |            
3d4                  | 1I     |   6 |             42799.6    |           
                     |        |     |                        |            
3d4                  | 1S2    |   0 |             45372.0    |           
                     |        |     |                        |            
3d4                  | 1D2    |   2 |             52739.5    |           
                     |        |     |                        |            
3d4                  | 1F     |   3 |             59930.0    |           
                     |        |     |                        |            
3d4                  | 3P1    |   2 |             70164.3    |           
                     |        |     |                        |            
3d4                  | 3F1    |   4 |             70798.4    |           
                     |        |   2 |             70925.6    |           
                     |        |   3 |             70998.4    |           
                     |        |     |                        |            
3d4                  | 3P1    |   1 |             71624.2    |           
                     |        |   0 |             72302.7    |           
                     |        |     |                        |            
3d4                  | 1G1    |   4 |             81027.4    |           
                     |        |     |                        |            
3d4                  | 1D1    |   2 |            106531.5    |           
                     |        |     |                        |            
3d4                  | 1S1    |   0 |            137619.2    |           
                     |        |     |                        |            
3d3.(4F).4s          | 5F     |   1 |            273324.8    |           
                     |        |   2 |            273727.7    |           
                     |        |   3 |            274319.0    |           
                     |        |   4 |            275088.0    |           
                     |        |   5 |            276008.0    |           
                     |        |     |                        |            
3d3.(4F).4s          | 3F     |   2 |            282948.0    |           
                     |        |   3 |            283961.0    |           
                     |        |   4 |            285189.0    |           
                     |        |     |                        |            
3d3.(4P).4s          | 5P     |   1 |            293914.5    |           
                     |        |   2 |            294229.5    |           
                     |        |   3 |            295025.6    |           
                     |        |     |                        |            
3d3.(2G).4s          | 3G     |   3 |            298620.2    |           
                     |        |   4 |            298974.6    |           
                     |        |   5 |            299534.0    |           
                     |        |     |                        |            
3d3.(4P).4s          | 3P     |   1 |            302688.8    |           
                     |        |     |                        |            
3d3.(2G).4s          | 1G     |   4 |            303788.5    |           
                     |        |     |                        |            
3d3.(4P).4s          | 3P     |   2 |            303840.9    |           
                     |        |     |                        |            
3d3.(2P).4s          | 3P     |   2 |            304909.9    |           
                     |        |   1 |            305039.0    |           
                     |        |   0 |            305473.1    |           
                     |        |     |                        |            
3d3.(2D2).4s         | 3D     |   1 |            306439.2    |           
                     |        |   3 |            307482.7    |           
                     |        |     |                        |            
3d3.(2H).4s          | 3H     |   4 |            307627.0    |           
                     |        |   5 |            307692.0    |           
                     |        |     |                        |            
3d3.(2D2).4s         | 3D     |   2 |            307720.0    |           
                     |        |     |                        |            
3d3.(2H).4s          | 3H     |   6 |            308029.5    |           
                     |        |     |                        |            
3d3.(2P).4s          | 1P     |   1 |            310736.8    |           
                     |        |     |                        |            
3d3.(2D2).4s         | 1D     |   2 |            311916.0    |           
                     |        |     |                        |            
3d3.(2H).4s          | 1H     |   5 |            312551.2    |           
                     |        |     |                        |            
3d3.(2F).4s          | 3F     |   4 |            326384.3    |           
                     |        |   3 |            326664.9    |           
                     |        |   2 |            326902.8    |           
                     |        |     |                        |            
3d3.(2F).4s          | 1F     |   3 |            330886.8    |           
                     |        |     |                        |            
3d3.(4F).4p          | 5G*    |   2 |            353596.7    |           
                     |        |     |                        |            
3d3.(2D1).4s         | 3D     |   3 |            354336.2    |           
                     |        |     |                        |            
3d3.(4F).4p          | 5G*    |   3 |            354427.7    |           
                     |        |     |                        |            
3d3.(2D1).4s         | 3D     |   2 |            354591.7    |           
                     |        |   1 |            354782.8    |           
                     |        |     |                        |            
3d3.(4F).4p          | 5G*    |   4 |            355504.0    |           
                     |        |     |                        |            
3d3.(4F).4p          | 3D*    |   1 |            356746.4    |           
                     |        |     |                        |            
3d3.(4F).4p          | 5G*    |   5 |            356833.0    |           
                     |        |     |                        |            
3d3.(4F).4p          | 5D*    |   2 |            357272.5    |           
                     |        |   0 |            357990.6    |           
                     |        |   3 |            358022.2    |           
                     |        |   1 |            358366.5    |           
                     |        |     |                        |            
3d3.(4F).4p          | 5G*    |   6 |            358461.0    |           
                     |        |     |                        |            
3d3.(2D1).4s         | 1D     |   2 |            358810.9    |           
                     |        |     |                        |            
3d3.(4F).4p          | 5D*    |   4 |            358915.0    |           
                     |        |     |                        |            
3d3.(4F).4p          | 5F*    |   2 |            359037.0    |           
                     |        |   3 |            359833.0    |           
                     |        |   1 |            359902.9    |           
                     |        |     |                        |            
3d3.(4F).4p          | 3D*    |   2 |            360458.8    |           
                     |        |     |                        |            
3d3.(4F).4p          | 5F*    |   4 |            360591.2    |           
                     |        |   5 |            361268.2    |           
                     |        |     |                        |            
3d3.(4F).4p          | 3D*    |   3 |            361495.1    |           
                     |        |     |                        |            
3d3.(4F).4p          | 3G*    |   3 |            364344.2    |           
                     |        |   4 |            365084.8    |           
                     |        |   5 |            366029.9    |           
                     |        |     |                        |            
3d3.(4F).4p          | 3F*    |   2 |            367554.5    |           
                     |        |   3 |            368412.2    |           
                     |        |   4 |            369316.0    |           
                     |        |     |                        |            
3d3.(4P).4p          | 5P*    |   1 |            374556.4    |           
                     |        |   2 |            375249.0    |           
                     |        |     |                        |            
3d3.(4P).4p          | 5D*    |   0 |            375932.4    |           
                     |        |     |                        |            
3d3.(4P).4p          | 5P*    |   3 |            376365.0    |           
                     |        |     |                        |            
3d3.(4P).4p          | 5D*    |   1 |            376483.5    |           
                     |        |     |                        |            
3d3.(4P).4p          | 3P*    |   2 |            376793.0    |           
                     |        |     |                        |            
3d3.(2G).4p          | 3H*    |   4 |            378002.0    |           
                     |        |     |                        |            
3d3.(4P).4p          | *      |   0 |            378219.1    |           
                     |        |     |                        |            
3d3.(4P).4p          | 5D*    |   2 |            378714.0    |           
                     |        |     |                        |            
3d3.(4P).4p          | 3P*    |   1 |            378740.0    |           
                     |        |     |                        |            
3d3.(4P).4p          | 5D*    |   3 |            379090.8    |           
                     |        |     |                        |            
3d3.(2G).4p          | 3H*    |   5 |            379143.0    |           
                     |        |     |                        |            
3d3.(4P).4p          | 5D*    |   4 |            380503.4    |           
                     |        |     |                        |            
3d3.(2G).4p          | 3G*    |   3 |            380636.5    |           
                     |        |     |                        |            
3d3.(2G).4p          | 3H*    |   6 |            381073.7    |           
                     |        |     |                        |            
3d3.(2G).4p          | 3G*    |   4 |            381655.6    |           
                     |        |   5 |            382475.5    |           
                     |        |     |                        |            
3d3.(2G).4p          | *      |   4 |            382556.8    |           
                     |        |     |                        |            
3d3.(2G).4p          | 3F*    |   2 |            382756.1    |           
                     |        |   3 |            383297.4    |           
                     |        |     |                        |            
3d3.(2P).4p          | 3P*    |   1 |            384063.0    |           
                     |        |   0 |            384752.0    |           
                     |        |     |                        |            
3d3.(2G).4p          | 1G*    |   4 |            384784.6    |           
                     |        |     |                        |            
3d3.(2P).4p          | *      |   2 |            385003.3    |           
                     |        |     |                        |            
3d3.(4P).4p          | 5S*    |   2 |            385386.0    |           
                     |        |     |                        |            
3d3.(2G).4p          | 1F*    |   3 |            385480.0    |           
                     |        |     |                        |            
3d3.(2G).4p          | 1H*    |   5 |            385802.0    |           
                     |        |     |                        |            
3d3.(2P).4p          | 3D*    |   1 |            386280.3    |           
                     |        |     |                        |            
3d3.(4P).4p          | *      |   2 |            386593.8    |           
                     |        |     |                        |            
3d3.(2H).4p          | 3H*    |   4 |            387548.3    |           
                     |        |   5 |            387564.7    |           
                     |        |     |                        |            
3d3.(2P).4p          | 3D*    |   2 |            387952.5    |           
                     |        |     |                        |            
3d3.(2H).4p          | 3H*    |   6 |            388127.8    |           
                     |        |     |                        |            
3d3.(2P).4p          | 3D*    |   3 |            388564.7    |           
                     |        |     |                        |            
3d3.(2D2).4p         | 1P*    |   1 |            389036.0    |           
                     |        |     |                        |            
3d3.(2D2).4p         | 3F*    |   2 |            389224.5    |           
                     |        |     |                        |            
3d3.(4P).4p          | *      |   3 |            389610.3    |           
                     |        |     |                        |            
3d3.(4P).4p          | 3D*    |   2 |            390195.8    |           
                     |        |   1 |            390217.5    |           
                     |        |   3 |            390430.3    |           
                     |        |     |                        |            
3d3.(2H).4p          | 3I*    |   5 |            390770.1    |           
                     |        |     |                        |            
3d3.(2D2).4p         | 3F*    |   4 |            391170.3    |           
                     |        |     |                        |            
3d3.(2H).4p          | 3I*    |   6 |            391719.4    |           
                     |        |     |                        |            
3d3.(2D2).4p         | 3D*    |   1 |            392070.7    |           
                     |        |     |                        |            
3d3.(2H).4p          | 1G*    |   4 |            393009.5    |           
                     |        |     |                        |            
3d3.(2H).4p          | 3I*    |   7 |            393109.7    |           
                     |        |     |                        |            
3d3.(2D2).4p         | 3D*    |   2 |            393127.0    |           
                     |        |     |                        |            
3d3.(2H).4p          | 1H*    |   5 |            393534.6    |           
                     |        |     |                        |            
3d3.(2D2).4p         | 3D*    |   3 |            393920.4    |           
                     |        |     |                        |            
3d3.(2D2).4p         | 3P*    |   2 |            394159.0    |           
                     |        |   1 |            394384.3    |           
                     |        |   0 |            394849.6    |           
                     |        |     |                        |            
3d3.(2D2).4p         | 1F*    |   3 |            395188.5    |           
                     |        |     |                        |            
3d3.(2H).4p          | 3G*    |   5 |            396235.4    |           
                     |        |   4 |            396420.2    |           
                     |        |     |                        |            
3d3.(2H).4p          | 1I*    |   6 |            396559.0    |           
                     |        |     |                        |            
3d3.(2H).4p          | 3G*    |   3 |            396569.8    |           
                     |        |     |                        |            
3d3.(4P).4p          | 3S*    |   1 |            399451.9    |           
                     |        |     |                        |            
3d3.(2D2).4p         | 1D*    |   2 |            400205.3    |           
                     |        |     |                        |            
