3d6                | 5D     |   4 |                0.0    |      L7185
                   |        |   3 |              639.1    |           
                   |        |   2 |             1077.7    |           
                   |        |   1 |             1357.3    |           
                   |        |   0 |             1493.6    |           
                   |        |     |                       |            
3d6                | 3P2    |   2 |            22883.3    |           
                   |        |     |                       |            
3d6                | 3H     |   6 |            23679.5    |           
                   |        |   5 |            24031.8    |           
                   |        |   4 |            24272.0    |           
                   |        |     |                       |            
3d6                | 3P2    |   1 |            24729.2    |           
                   |        |     |                       |            
3d6                | 3F2    |   4 |            25396.0    |           
                   |        |     |                       |            
3d6                | 3P2    |   0 |            25448.7    |           
                   |        |     |                       |            
3d6                | 3F2    |   3 |            25735.9    |           
                   |        |   2 |            25969.0    |           
                   |        |     |                       |            
3d6                | 3G     |   5 |            29021.8    |           
                   |        |   4 |            29592.2    |           
                   |        |   3 |            29867.5    |           
                   |        |     |                       |            
3d6                | 1I     |   6 |            35942.7    |           
                   |        |     |                       |            
3d6                | 3D     |   2 |            36348.0    |           
                   |        |   1 |            36382.0    |           
                   |        |   3 |            36554.5    |           
                   |        |     |                       |            
3d6                | 1G2    |   4 |            36683.3    |           
                   |        |     |                       |            
3d6                | 1S2    |   0 |            41441.9    |           
                   |        |     |                       |            
3d6                | 1D2    |   2 |            42341.8    |           
                   |        |     |                       |            
3d6                | 1F     |   3 |            50630.1    |           
                   |        |     |                       |            
3d6                | 3P1    |   0 |            58320.6    |           
                   |        |   1 |            58919.8    |           
                   |        |     |                       |            
3d6                | 3F1    |   2 |            59748.8    |           
                   |        |   4 |            59838.2    |           
                   |        |   3 |            59902.8    |           
                   |        |     |                       |            
3d6                | 3P1    |   2 |            60098.4    |           
                   |        |     |                       |            
3d6                | 1G1    |   4 |            67907.0    |           
                   |        |     |                       |            
3d5.(6S).4s        | 7S     |   3 |            90554.4    |           
                   |        |     |                       |            
3d6                | 1D1    |   2 |            91218.4    |           
                   |        |     |                       |            
3d5.(6S).4s        | 5S     |   2 |           102773.9    |           
                   |        |     |                       |            
3d5.(4G).4s        | 5G     |   6 |           129134.0    |           
                   |        |   5 |           129195.2    |           
                   |        |   2 |           129222.2    |           
                   |        |   4 |           129223.7    |           
                   |        |   3 |           129228.7    |           
                   |        |     |                       |            
3d5.(4P).4s        | 5P     |   3 |           132729.1    |           
                   |        |   2 |           132828.7    |           
                   |        |   1 |           132952.6    |           
                   |        |     |                       |            
3d5.(4D).4s        | 5D     |   4 |           136362.9    |           
                   |        |   0 |           136399.9    |           
                   |        |   1 |           136519.1    |           
                   |        |   2 |           136611.2    |           
                   |        |   3 |           136612.5    |           
                   |        |     |                       |            
3d5.(4G).4s        | 3G     |   5 |           137280.9    |           
                   |        |   3 |           137325.6    |           
                   |        |   4 |           137336.4    |           
                   |        |     |                       |            
3d5.(4P).4s        | 3P     |   2 |           140863.5    |           
                   |        |   1 |           141076.0    |           
                   |        |     |                       |            
3d5.(4D).4s        | 3D     |   3 |           144509.6    |           
                   |        |   1 |           144720.3    |           
                   |        |   2 |           144764.2    |           
                   |        |     |                       |            
3d5.(2I).4s        | 3I     |   6 |           148098.1    |           
                   |        |   5 |           148105.5    |           
                   |        |   7 |           148106.0    |           
                   |        |     |                       |            
3d5.(2D3).4s       | 3D     |   3 |           150970.9    |           
                   |        |   2 |           151040.6    |           
                   |        |     |                       |            
3d5.(2I).4s        | 1I     |   6 |           152113.3    |           
                   |        |     |                       |            
3d5.(4F).4s        | 5F     |   5 |           152126.2    |           
                   |        |   4 |           152161.1    |           
                   |        |   3 |           152264.2    |           
                   |        |   2 |           152351.4    |           
                   |        |     |                       |            
3d5.(2F1).4s       | 3F     |   4 |           153265.3    |           
                   |        |   2 |           153524.9    |           
                   |        |   3 |           154012.2    |           
                   |        |     |                       |            
3d5.(6S).4p        | 7P*    |   2 |           155743.6    |           
                   |        |   3 |           156272.8    |           
                   |        |     |                       |            
3d5.(2D3).4s       | 1D     |   2 |           156395.4    |           
                   |        |     |                       |            
3d5.(6S).4p        | 7P*    |   4 |           157123.7    |           
                   |        |     |                       |            
3d5.(2F1).4s       | 1F     |   3 |           157513.1    |           
                   |        |     |                       |            
3d5.(2H).4s        | 3H     |   4 |           158359.9    |           
                   |        |   5 |           158423.4    |           
                   |        |   6 |           158846.7    |           
                   |        |     |                       |            
3d5.(2G2).4s       | 3G     |   3 |           159482.3    |           
                   |        |   4 |           159638.1    |           
                   |        |   5 |           159851.5    |           
                   |        |     |                       |            
3d5.(4F).4s        | 3F     |   2 |           160351.4    |           
                   |        |   4 |           160404.3    |           
                   |        |     |                       |            
3d5.(2H).4s        | 1H     |   5 |           162889.0    |           
                   |        |     |                       |            
3d5.(2G2).4s       | 1G     |   4 |           163717.9    |           
                   |        |     |                       |            
3d5.(2F2).4s       | 3F     |   3 |           163752.9    |           
                   |        |   4 |           163870.6    |           
                   |        |     |                       |            
3d5.(6S).4p        | 5P*    |   3 |           164803.2    |           
                   |        |   2 |           165226.2    |           
                   |        |   1 |           165488.5    |           
                   |        |     |                       |            
3d5.(2F2).4s       | 1F     |   3 |           167856.5    |           
                   |        |     |                       |            
3d5.(2S).4s        | 3S     |   1 |           169800.9    |           
                   |        |     |                       |            
