3d4<3/2>.3d4<5/2>                            | (0,4)        |   4 |                     0     |    L16374
                                             |              |     |                           |           
3d4<3/2>.3d4<5/2>                            | (0,2)        |   2 |                (73400)+x  |    L16374
                                             |              |     |                           |           
3d4<3/2>.3d4<5/2>                            | (0,0)        |   0 |               (233000)    |    L16374
                                             |              |     |                           |           
3d3<3/2>.3d5<5/2>                            | (3/2,5/2)    |   3 |                526650     |    L16374
                                             |              |   2 |                603120+x   |    L16374
                                             |              |   4 |                644700     |    L16374
                                             |              |   1 |                644760+x   |    L16374
                                             |              |     |                           |           
3d2<3/2>.3d6<5/2>                            | (2,0)        |   2 |              (1106000)    |    L16374
                                             |              |     |                           |           
3d2<3/2>.3d6<5/2>                            | (0,0)        |   0 |              (1306000)    |    L16374
                                             |              |     |                           |           
3p5.3d9                                      | (3/2,5/2)*   |   3 |               3633700     |    L10257
                                             |              |     |                           |           
3p6.3d7.(2P<3/2>).4f                         | (3/2,7/2)*   |   5 |              17739500?    |  L9064c90
                                             |              |     |                           |           
3p6.3d7.(2F<5/2>).4f                         | (5/2,5/2)*   |   3 |              18283000?    |  L9064c90
                                             |              |     |                           |           
3p6.3d7.(2H<11/2>).4f                        | (11/2,5/2)*  |   3 |              18323000     |  L9064c90
                                             |              |   4 |              18330600     |  L9064c90
                                             |              |     |                           |           
3p6.3d7.(4P<5/2>).4f                         | (5/2,5/2)*   |   5 |              18345300     |  L9064c90
                                             |              |     |                           |           
3p5.(2P*<3/2>) 3d8.(3F<4>) (3/2,4)*<11/2>.4d | (11/2,5/2)*  |   5 |              19615000?    |  L9064c90
                                             |              |   3 |              19628000     |  L9064c90
