6s2                        | 1S          |   0 |               0.000    |       L9224
                           |             |     |                        |             
6s.5d                      | 3D          |   1 |            9033.966    |       L9224
                           |             |   2 |            9215.501    |       L9224
                           |             |   3 |            9596.533    |       L9224
                           |             |     |                        |             
6s.5d                      | 1D          |   2 |           11395.350    |       L9224
                           |             |     |                        |             
6s.6p                      | 3P*         |   0 |           12266.024    |       L9224
                           |             |   1 |           12636.623    |       L9224
                           |             |   2 |           13514.745    |       L9224
                           |             |     |                        |             
6s.6p                      | 1P*         |   1 |           18060.261    |       L9224
                           |             |     |                        |             
5d2                        | 3F          |   2 |           20934.035    |       L9224
                           |             |   3 |           21250.195    |       L9224
                           |             |   4 |           21623.773    |       L9224
                           |             |     |                        |             
5d.6p                      | 3F*         |   2 |           22064.645    |       L9224
                           |             |   3 |           22947.423    |       L9224
                           |             |     |                        |             
5d2                        | 1D          |   2 |           23062.051    |       L9224
                           |             |     |                        |             
5d.6p                      | 1D*         |   2 |           23074.387    |       L9224
                           |             |     |                        |             
5d2                        | 3P          |   0 |           23209.048    |       L9224
                           |             |   1 |           23479.976    |       L9224
                           |             |     |                        |             
5d.6p                      | 3F*         |   4 |           23757.049    |       L9224
                           |             |     |                        |             
5d2                        | 3P          |   2 |           23918.915    |       L9224
                           |             |     |                        |             
5d.6p                      | 3D*         |   1 |           24192.033    |       L9224
                           |             |   2 |           24531.513    |       L9224
                           |             |   3 |           24979.834    |       L9224
                           |             |     |                        |             
5d.6p                      | 3P*         |   0 |           25642.126    |       L9224
                           |             |   1 |           25704.110    |       L9224
                           |             |   2 |           25956.519    |       L9224
                           |             |     |                        |             
6s.7s                      | 3S          |   1 |           26160.293    |       L9224
                           |             |     |                        |             
5d2                        | 1S          |   0 |           26757.3      |  L3701,L862
                           |             |     |                        |             
5d.6p                      | 1F*         |   3 |           26816.266    |       L9224
                           |             |     |                        |             
6s.7s                      | 1S          |   0 |           28230.231    |       L9224
                           |             |     |                        |             
5d.6p                      | 1P*         |   1 |           28554.221    |       L9224
                           |             |     |                        |             
6s.6d                      | 1D          |   2 |           30236.826    |       L9224
                           |             |     |                        |             
6s.6d                      | 3D          |   1 |           30695.617    |       L9224
                           |             |     |                        |             
6s.7p                      | 3P*         |   0 |           30743.490    |       L9224
                           |             |     |                        |             
6s.6d                      | 3D          |   2 |           30750.672    |       L9224
                           |             |     |                        |             
6s.7p                      | 3P*         |   1 |           30815.512    |       L9224
                           |             |     |                        |             
6s.6d                      | 3D          |   3 |           30818.115    |       L9224
                           |             |     |                        |             
6s.7p                      | 3P*         |   2 |           30987.240    |       L9224
                           |             |     |                        |             
6s.7p                      | 1P*         |   1 |           32547.033    |       L9224
                           |             |     |                        |             
5d.7s                      | 3D          |   1 |           32805.169    |       L9224
                           |             |   2 |           32943.774    |       L9224
                           |             |   3 |           33526.601    |       L9224
                           |             |     |                        |             
5d.7s                      | 1D          |   2 |           33796.011    |       L9224
                           |             |     |                        |             
6s.8s                      | 3S          |   1 |           33905.358    |       L9224
                           |             |     |                        |             
6s.8s                      | 1S          |   0 |           34371.002    |       L9224
                           |             |     |                        |             
6p2                        | 3P          |   0 |           34493.904    |       L9224
                           |             |     |                        |             
6s.4f                      | 3F*         |   2 |           34602.765    |       L9224
                           |             |   3 |           34616.643    |       L9224
                           |             |   4 |           34630.779    |       L9224
                           |             |     |                        |             
6s.4f                      | 1F*         |   3 |           34736.373    |       L9224
                           |             |     |                        |             
6p2                        | 3P          |   1 |           34823.406    |       L9224
                           |             |   2 |           35344.413    |       L9224
                           |             |     |                        |             
6s.7d                      | 3D          |   2 |           35616.949    |       L9224
                           |             |     |                        |             
6s.8p                      | 3P*         |   0 |           35648.5      |      L11975
                           |             |   1 |           35669.00     |       L4542
                           |             |     |                        |             
6s.7d                      | 3D          |   1 |           35709.289    |       L9224
                           |             |     |                        |             
6s.8p                      | 3P*         |   2 |           35757        |      L11975
                           |             |     |                        |             
6s.7d                      | 1D          |   2 |           35762.187    |       L9224
                           |             |     |                        |             
6s.7d                      | 3D          |   3 |           35785.273    |       L9224
                           |             |     |                        |             
6s.8p                      | 1P*         |   1 |           35892.465    |       L9224
                           |             |     |                        |             
5d.6d                      | 3G          |   3 |           35894.395    |       L9224
                           |             |     |                        |             
5d.6d                      | 3D          |   1 |           35933.806    |       L9224
                           |             |     |                        |             
5d.6d                      | 1F          |   3 |           36165.312    |       L9224
                           |             |     |                        |             
5d.6d                      | 3D          |   2 |           36200.412    |       L9224
                           |             |     |                        |             
5d.6d                      | 3G          |   4 |           36349.161    |       L9224
                           |             |     |                        |             
5d.6d                      | 1P          |   1 |           36446.570    |       L9224
                           |             |     |                        |             
5d.7p                      | 3D*         |   1 |           36495.732    |       L9224
                           |             |     |                        |             
5d.7p                      | 3F*         |   3 |           36511.207    |       L9224
                           |             |     |                        |             
5d.6d                      | 3D          |   3 |           36629.053    |       L9224
                           |             |     |                        |             
5d.6d                      | 3G          |   5 |           36837.670    |       L9224
                           |             |     |                        |             
6s.9s                      | 3S          |   1 |           36902.670    |       L9224
                           |             |     |                        |             
5d.7p                      | 3P*         |   0 |           36908.280    |       L9224
                           |             |   1 |           36989.981    |       L9224
                           |             |     |                        |             
5d.7p                      | 3D*         |   2 |           37063.452    |       L9224
                           |             |     |                        |             
5d.7p                      | 3P*         |   2 |           37077.477    |       L9224
                           |             |     |                        |             
5d.6d                      | 3F          |   2 |           37088.794    |       L9224
                           |             |     |                        |             
