0 0 3.000e+00 3.200e+00 3.400e+00 3.600e+00 3.800e+00 4.000e+00 4.200e+00 4.400e+00 4.600e+00 4.800e+00 5.000e+00
1 2 7.506e-01 6.948e-01 6.803e-01 7.052e-01 7.422e-01 7.697e-01 7.725e-01 7.428e-01 6.922e-01 6.372e-01 5.825e-01
1 3 5.294e-01 4.828e-01 4.702e-01 4.899e-01 5.140e-01 5.214e-01 5.082e-01 4.807e-01 4.504e-01 4.246e-01 3.995e-01
1 4 1.928e-01 1.897e-01 1.837e-01 1.763e-01 1.687e-01 1.612e-01 1.550e-01 1.511e-01 1.496e-01 1.491e-01 1.470e-01
1 5 1.970e-02 1.950e-02 1.940e-02 1.930e-02 1.920e-02 1.910e-02 1.910e-02 1.940e-02 1.990e-02 2.030e-02 2.020e-02
2 3 2.130e+00 1.955e+00 1.908e+00 1.984e+00 2.084e+00 2.133e+00 2.102e+00 1.995e+00 1.853e+00 1.718e+00 1.589e+00
2 4 5.785e-01 5.692e-01 5.511e-01 5.290e-01 5.061e-01 4.835e-01 4.649e-01 4.534e-01 4.489e-01 4.472e-01 4.411e-01
2 5 5.900e-02 5.860e-02 5.830e-02 5.790e-02 5.760e-02 5.730e-02 5.730e-02 5.820e-02 5.960e-02 6.080e-02 6.050e-02
3 4 9.642e-01 9.486e-01 9.184e-01 8.817e-01 8.434e-01 8.058e-01 7.748e-01 7.557e-01 7.481e-01 7.454e-01 7.351e-01
3 5 9.830e-02 9.760e-02 9.710e-02 9.660e-02 9.590e-02 9.540e-02 9.560e-02 9.700e-02 9.940e-02 1.013e-01 1.008e-01
4 5 9.780e-02 9.950e-02 1.021e-01 1.053e-01 1.094e-01 1.157e-01 1.276e-01 1.498e-01 1.887e-01 2.410e-01 2.876e-01
1 6 3.310e-02 3.270e-02 3.250e-02 3.340e-02 3.870e-02 5.040e-02 6.490e-02 7.650e-02 8.280e-02 8.290e-02 7.730e-02
2 6 9.920e-02 9.810e-02 9.750e-02 1.003e-01 1.161e-01 1.513e-01 1.946e-01 2.295e-01 2.483e-01 2.487e-01 2.318e-01
3 6 1.653e-01 1.635e-01 1.625e-01 1.672e-01 1.935e-01 2.521e-01 3.243e-01 3.826e-01 4.138e-01 4.145e-01 3.863e-01
*** Na VI collision strengths
*** T_UNIT log(K)
*** ATOM sodium
*** SPECTRUM 6
*** N_LEVELS 6
*** GSCONFIG p2
*** SOURCE1 Lennon & Burke, 1994, A&AS, 103, 273
*** NOTE1 All collision strengths
