3 8 6.420e-02 6.290e-02 6.420e-02 6.600e-02 6.770e-02 6.930e-02 7.050e-02 7.160e-02 7.250e-02 7.320e-02 7.380e-02 7.430e-02 7.480e-02 7.510e-02 7.550e-02 7.580e-02 7.620e-02 7.660e-02 7.700e-02 7.730e-02 7.760e-02 7.790e-02 7.810e-02 7.840e-02 7.870e-02 7.910e-02 7.940e-02 7.970e-02
4 6 6.467e-01 6.619e-01 6.734e-01 6.835e-01 6.929e-01 7.019e-01 7.105e-01 7.187e-01 7.266e-01 7.341e-01 7.411e-01 7.478e-01 7.541e-01 7.600e-01 7.656e-01 7.708e-01 7.803e-01 7.885e-01 7.957e-01 8.019e-01 8.072e-01 8.118e-01 8.158e-01 8.191e-01 8.220e-01 8.245e-01 8.265e-01 8.283e-01
4 7 6.516e-01 6.697e-01 6.838e-01 6.963e-01 7.078e-01 7.184e-01 7.285e-01 7.379e-01 7.468e-01 7.551e-01 7.630e-01 7.703e-01 7.773e-01 7.837e-01 7.898e-01 7.955e-01 8.059e-01 8.149e-01 8.228e-01 8.297e-01 8.357e-01 8.408e-01 8.453e-01 8.492e-01 8.526e-01 8.556e-01 8.581e-01 8.603e-01
4 8 1.284e-01 1.259e-01 1.283e-01 1.320e-01 1.355e-01 1.385e-01 1.411e-01 1.432e-01 1.449e-01 1.464e-01 1.476e-01 1.487e-01 1.495e-01 1.503e-01 1.510e-01 1.515e-01 1.525e-01 1.533e-01 1.540e-01 1.546e-01 1.552e-01 1.557e-01 1.563e-01 1.569e-01 1.575e-01 1.581e-01 1.588e-01 1.595e-01
5 6 4.923e-01 5.081e-01 5.207e-01 5.318e-01 5.419e-01 5.512e-01 5.598e-01 5.678e-01 5.752e-01 5.821e-01 5.886e-01 5.946e-01 6.003e-01 6.056e-01 6.105e-01 6.152e-01 6.236e-01 6.310e-01 6.375e-01 6.431e-01 6.481e-01 6.524e-01 6.562e-01 6.595e-01 6.624e-01 6.650e-01 6.673e-01 6.693e-01
5 7 1.455e+00 1.489e+00 1.515e+00 1.538e+00 1.559e+00 1.579e+00 1.599e+00 1.617e+00 1.635e+00 1.652e+00 1.668e+00 1.683e+00 1.697e+00 1.710e+00 1.723e+00 1.734e+00 1.756e+00 1.774e+00 1.790e+00 1.804e+00 1.816e+00 1.827e+00 1.835e+00 1.843e+00 1.850e+00 1.855e+00 1.860e+00 1.864e+00
5 8 1.926e-01 1.888e-01 1.925e-01 1.979e-01 2.032e-01 2.078e-01 2.116e-01 2.148e-01 2.174e-01 2.196e-01 2.214e-01 2.230e-01 2.243e-01 2.254e-01 2.264e-01 2.273e-01 2.287e-01 2.299e-01 2.310e-01 2.319e-01 2.327e-01 2.336e-01 2.344e-01 2.353e-01 2.362e-01 2.372e-01 2.382e-01 2.392e-01
6 7 2.156e+00 2.082e+00 2.026e+00 1.985e+00 1.955e+00 1.934e+00 1.919e+00 1.909e+00 1.900e+00 1.894e+00 1.889e+00 1.885e+00 1.881e+00 1.878e+00 1.876e+00 1.873e+00 1.870e+00 1.866e+00 1.863e+00 1.860e+00 1.857e+00 1.854e+00 1.851e+00 1.848e+00 1.845e+00 1.842e+00 1.838e+00 1.835e+00
6 8 5.786e-01 5.692e-01 5.904e-01 6.122e-01 6.298e-01 6.432e-01 6.531e-01 6.604e-01 6.657e-01 6.694e-01 6.720e-01 6.738e-01 6.750e-01 6.757e-01 6.761e-01 6.764e-01 6.764e-01 6.762e-01 6.759e-01 6.756e-01 6.753e-01 6.751e-01 6.750e-01 6.750e-01 6.750e-01 6.752e-01 6.753e-01 6.755e-01
7 8 8.679e-01 8.538e-01 8.856e-01 9.183e-01 9.447e-01 9.648e-01 9.797e-01 9.906e-01 9.985e-01 1.004e+00 1.008e+00 1.011e+00 1.013e+00 1.014e+00 1.014e+00 1.015e+00 1.015e+00 1.014e+00 1.014e+00 1.013e+00 1.013e+00 1.013e+00 1.013e+00 1.013e+00 1.013e+00 1.013e+00 1.013e+00 1.013e+00
*** C II collision strengths 
*** T_UNIT K/10000
*** ATOM carbon
*** SPECTRUM 2
*** GSCONFIG p1
*** N_LEVELS 8
*** SOURCE1 Blum & Pradhan, 1992, ApJ Suppl., 80, 425
*** NOTE1 All collision strengths
