0 0 1.000e-01 2.000e-01 3.000e-01 4.000e-01 5.000e-01 6.000e-01 7.000e-01 8.000e-01 9.000e-01 1.000e+00 1.100e+00 1.200e+00 1.300e+00 1.400e+00 1.500e+00 1.600e+00 1.800e+00 2.000e+00 2.200e+00 2.400e+00 2.600e+00 2.800e+00 3.000e+00 3.200e+00 3.400e+00 3.600e+00 3.800e+00 4.000e+00
1 2 1.576e+00 1.636e+00 1.716e+00 1.803e+00 1.887e+00 1.962e+00 2.024e+00 2.076e+00 2.118e+00 2.152e+00 2.180e+00 2.202e+00 2.220e+00 2.235e+00 2.247e+00 2.256e+00 2.270e+00 2.278e+00 2.282e+00 2.283e+00 2.282e+00 2.280e+00 2.276e+00 2.271e+00 2.266e+00 2.260e+00 2.253e+00 2.246e+00
1 3 2.653e-01 2.577e-01 2.507e-01 2.459e-01 2.430e-01 2.416e-01 2.412e-01 2.413e-01 2.418e-01 2.425e-01 2.432e-01 2.439e-01 2.446e-01 2.453e-01 2.459e-01 2.464e-01 2.471e-01 2.475e-01 2.476e-01 2.475e-01 2.472e-01 2.466e-01 2.460e-01 2.452e-01 2.443e-01 2.433e-01 2.423e-01 2.412e-01
1 4 3.925e-01 3.821e-01 3.719e-01 3.650e-01 3.610e-01 3.593e-01 3.590e-01 3.595e-01 3.605e-01 3.618e-01 3.631e-01 3.645e-01 3.657e-01 3.668e-01 3.678e-01 3.687e-01 3.700e-01 3.707e-01 3.710e-01 3.708e-01 3.704e-01 3.696e-01 3.686e-01 3.674e-01 3.660e-01 3.646e-01 3.630e-01 3.614e-01
1 5 2.435e-01 2.397e-01 2.340e-01 2.304e-01 2.290e-01 2.291e-01 2.300e-01 2.315e-01 2.332e-01 2.349e-01 2.366e-01 2.382e-01 2.396e-01 2.408e-01 2.419e-01 2.429e-01 2.443e-01 2.453e-01 2.457e-01 2.458e-01 2.456e-01 2.452e-01 2.445e-01 2.437e-01 2.428e-01 2.418e-01 2.407e-01 2.395e-01
2 3 1.853e-01 1.820e-01 1.776e-01 1.748e-01 1.735e-01 1.734e-01 1.739e-01 1.749e-01 1.760e-01 1.771e-01 1.783e-01 1.793e-01 1.803e-01 1.812e-01 1.820e-01 1.826e-01 1.836e-01 1.842e-01 1.845e-01 1.846e-01 1.844e-01 1.841e-01 1.836e-01 1.830e-01 1.823e-01 1.815e-01 1.807e-01 1.799e-01
2 4 5.088e-01 4.974e-01 4.847e-01 4.763e-01 4.720e-01 4.707e-01 4.712e-01 4.728e-01 4.750e-01 4.774e-01 4.798e-01 4.821e-01 4.842e-01 4.861e-01 4.878e-01 4.893e-01 4.914e-01 4.928e-01 4.934e-01 4.933e-01 4.928e-01 4.918e-01 4.905e-01 4.889e-01 4.871e-01 4.851e-01 4.830e-01 4.807e-01
2 5 1.108e+00 1.080e+00 1.051e+00 1.031e+00 1.021e+00 1.016e+00 1.015e+00 1.017e+00 1.020e+00 1.024e+00 1.028e+00 1.032e+00 1.035e+00 1.039e+00 1.041e+00 1.044e+00 1.048e+00 1.050e+00 1.051e+00 1.050e+00 1.049e+00 1.047e+00 1.044e+00 1.041e+00 1.037e+00 1.033e+00 1.028e+00 1.024e+00
3 4 6.119e-01 6.137e-01 6.200e-01 6.358e-01 6.599e-01 6.896e-01 7.224e-01 7.564e-01 7.905e-01 8.237e-01 8.555e-01 8.855e-01 9.137e-01 9.400e-01 9.644e-01 9.869e-01 1.027e+00 1.061e+00 1.090e+00 1.114e+00 1.135e+00 1.153e+00 1.169e+00 1.182e+00 1.194e+00 1.204e+00 1.213e+00 1.221e+00
3 5 6.588e-01 6.748e-01 6.895e-01 7.078e-01 7.302e-01 7.554e-01 7.815e-01 8.070e-01 8.311e-01 8.533e-01 8.733e-01 8.910e-01 9.067e-01 9.203e-01 9.321e-01 9.423e-01 9.586e-01 9.705e-01 9.789e-01 9.848e-01 9.888e-01 9.914e-01 9.929e-01 9.937e-01 9.939e-01 9.936e-01 9.931e-01 9.924e-01
4 5 1.504e+00 1.526e+00 1.552e+00 1.593e+00 1.647e+00 1.712e+00 1.780e+00 1.850e+00 1.918e+00 1.982e+00 2.042e+00 2.097e+00 2.147e+00 2.193e+00 2.235e+00 2.272e+00 2.336e+00 2.388e+00 2.430e+00 2.464e+00 2.492e+00 2.514e+00 2.533e+00 2.549e+00 2.561e+00 2.572e+00 2.581e+00 2.589e+00
1 6 1.283e+00 1.288e+00 1.298e+00 1.309e+00 1.323e+00 1.337e+00 1.352e+00 1.367e+00 1.382e+00 1.396e+00 1.410e+00 1.424e+00 1.437e+00 1.450e+00 1.463e+00 1.475e+00 1.498e+00 1.520e+00 1.541e+00 1.561e+00 1.581e+00 1.599e+00 1.617e+00 1.634e+00 1.651e+00 1.667e+00 1.683e+00 1.698e+00
1 7 5.206e-01 5.136e-01 5.122e-01 5.145e-01 5.187e-01 5.238e-01 5.290e-01 5.341e-01 5.388e-01 5.431e-01 5.468e-01 5.501e-01 5.528e-01 5.551e-01 5.570e-01 5.585e-01 5.605e-01 5.615e-01 5.616e-01 5.610e-01 5.600e-01 5.586e-01 5.569e-01 5.550e-01 5.530e-01 5.509e-01 5.487e-01 5.464e-01
1 8 7.915e-01 7.146e-01 6.915e-01 6.844e-01 6.830e-01 6.837e-01 6.853e-01 6.873e-01 6.895e-01 6.918e-01 6.942e-01 6.966e-01 6.991e-01 7.018e-01 7.045e-01 7.072e-01 7.130e-01 7.191e-01 7.254e-01 7.320e-01 7.383e-01 7.456e-01 7.526e-01 7.597e-01 7.668e-01 7.740e-01 7.812e-01 7.884e-01
2 6 8.812e-01 8.739e-01 8.741e-01 8.793e-01 8.870e-01 8.959e-01 9.052e-01 9.143e-01 9.229e-01 9.309e-01 9.382e-01 9.449e-01 9.509e-01 9.562e-01 9.610e-01 9.652e-01 9.723e-01 9.778e-01 9.822e-01 9.856e-01 9.882e-01 9.902e-01 9.917e-01 9.929e-01 9.938e-01 9.945e-01 9.950e-01 9.953e-01
2 7 2.725e+00 2.729e+00 2.745e+00 2.769e+00 2.796e+00 2.826e+00 2.857e+00 2.888e+00 2.918e+00 2.947e+00 2.976e+00 3.003e+00 3.029e+00 3.055e+00 3.079e+00 3.102e+00 3.145e+00 3.186e+00 3.223e+00 3.259e+00 3.293e+00 3.324e+00 3.355e+00 3.384e+00 3.411e+00 3.438e+00 3.464e+00 3.488e+00
2 8 1.583e+00 1.429e+00 1.383e+00 1.369e+00 1.366e+00 1.367e+00 1.371e+00 1.375e+00 1.379e+00 1.384e+00 1.388e+00 1.393e+00 1.398e+00 1.403e+00 1.409e+00 1.414e+00 1.426e+00 1.438e+00 1.451e+00 1.464e+00 1.477e+00 1.491e+00 1.505e+00 1.519e+00 1.534e+00 1.548e+00 1.562e+00 1.577e+00
3 6 4.189e-01 4.279e-01 4.346e-01 4.404e-01 4.459e-01 4.513e-01 4.564e-01 4.614e-01 4.662e-01 4.708e-01 4.752e-01 4.793e-01 4.832e-01 4.869e-01 4.904e-01 4.936e-01 4.995e-01 5.046e-01 5.090e-01 5.129e-01 5.161e-01 5.190e-01 5.214e-01 5.234e-01 5.251e-01 5.266e-01 5.278e-01 5.288e-01
3 7 2.302e-01 2.379e-01 2.440e-01 2.495e-01 2.544e-01 2.589e-01 2.630e-01 2.669e-01 2.704e-01 2.738e-01 2.769e-01 2.797e-01 2.824e-01 2.850e-01 2.873e-01 2.896e-01 2.936e-01 2.971e-01 3.002e-01 3.029e-01 3.053e-01 3.074e-01 3.092e-01 3.108e-01 3.122e-01 3.134e-01 3.145e-01 3.155e-01
