Aij
1/s 1/s 1/s 1/s 1/s 
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
7.3030002e-08 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
1.6129999e-14 2.3360001e-07 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
1.1570000e-07 7.4650001e-05 2.2310000e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 
0.0000000e+00 2.2479999e-03 1.8220000e-05 5.6660002e-01 0.0000000e+00 0.0000000e+00 
0.0000000e+00 6.5640001e+00 1.5900000e+01 7.3679999e-05 0.0000000e+00 0.0000000e+00 
*** C I transition probabilities
*** ATOM carbon	
*** SPECTRUM 1
*** N_LEVELS 6
*** SOURCE3 Froese-Fischer & Saha, 1985, Phys. Scr., 32, 181
*** NOTE3 All Einstein-A values
*** GSCONFIG p2
