0 0 2.000e-01 4.000e-01 6.000e-01 8.000e-01 1.000e+00 1.200e+00 1.400e+00 1.600e+00 1.800e+00 2.000e+00
1 2 6.630e-01 6.300e-01 6.030e-01 5.830e-01 5.670e-01 5.570e-01 5.510e-01 5.480e-01 5.460e-01 5.450e-01
1 3 9.940e-01 9.440e-01 9.060e-01 8.740e-01 8.510e-01 8.360e-01 8.270e-01 8.210e-01 8.190e-01 8.180e-01
1 4 3.800e-02 5.300e-02 9.500e-02 1.430e-01 1.840e-01 2.160e-01 2.390e-01 2.550e-01 2.660e-01 2.730e-01
1 5 7.600e-02 1.070e-01 1.900e-01 2.860e-01 3.680e-01 4.310e-01 4.770e-01 5.100e-01 5.320e-01 5.470e-01
2 4 8.490e-01 9.440e-01 1.021e+00 1.084e+00 1.135e+00 1.174e+00 1.202e+00 1.221e+00 1.234e+00 1.241e+00
2 5 1.071e+00 1.286e+00 1.487e+00 1.644e+00 1.762e+00 1.848e+00 1.909e+00 1.951e+00 1.978e+00 1.995e+00
3 4 7.510e-01 9.140e-01 1.069e+00 1.190e+00 1.279e+00 1.344e+00 1.390e+00 1.422e+00 1.443e+00 1.456e+00
3 5 2.130e+00 2.431e+00 2.693e+00 2.903e+00 3.066e+00 3.188e+00 3.275e+00 3.335e+00 3.373e+00 3.395e+00
4 5 3.460e-01 4.070e-01 4.780e-01 5.540e-01 6.270e-01 6.950e-01 7.560e-01 8.100e-01 8.590e-01 9.020e-01
2 3 4.704e+00 5.137e+00 5.335e+00 5.361e+00 5.314e+00 5.242e+00 5.166e+00 5.091e+00 5.021e+00 4.955e+00
*** K V collision strengths
*** T_UNIT K/10000
*** ATOM potassium
*** SPECTRUM 5
*** N_LEVELS 5
*** SOURCE Butler, Zeippen & Le Bourlot, 1988, A&A, 203, 189
*** NOTE collision strengths 
*** GSCONFIG p3
