0 0 1.80e+03	4.50e+03	9.00e+03	1.80e+04	4.50e+04	9.00e+04	1.80e+05	4.50e+05	9.00e+05	1.80e+06
1 2 4.09e-01 5.03e-01 5.58e-01 5.87e-01 6.26e-01 6.99e-01 7.67e-01 7.35e-01 6.38e-01 5.29e-01
1 3 1.13e-01 1.44e-01 1.57e-01 1.63e-01 1.71e-01 1.89e-01 2.03e-01 1.90e-01 1.65e-01 1.38e-01
1 4 5.45e-01 5.49e-01 5.58e-01 5.71e-01 6.12e-01 6.75e-01 7.22e-01 6.77e-01 5.62e-01 4.19e-01
1 5 7.53e-02 7.60e-02 7.62e-02 7.82e-02 8.91e-02 9.90e-02 1.04e-01 9.36e-02 7.54e-02 5.44e-02
1 6 1.58e+00 1.61e+00 1.67e+00 1.76e+00 2.01e+00 2.30e+00 2.69e+00 3.41e+00 4.18e+00 5.14e+00
1 7 5.32e-01 5.46e-01 5.65e-01 5.98e-01 6.81e-01 7.79e-01 9.09e-01 1.15e+00 1.40e+00 1.72e+00
1 8 1.81e-02 1.86e-02 1.90e-02 1.96e-02 2.12e-02 2.23e-02 2.20e-02 1.92e-02 1.59e-02 1.21e-02
1 9 1.32e-01 1.30e-01 1.30e-01 1.32e-01 1.32e-01 1.27e-01 1.20e-01 1.03e-01 8.57e-02 6.89e-02
1 10 5.74e-01 4.39e-01 3.66e-01 3.32e-01 2.74e-01 2.09e-01 1.49e-01 9.10e-02 5.99e-02 3.79e-02
2 3 1.22e-01 1.54e-01 1.73e-01 1.83e-01 1.95e-01 2.18e-01 2.43e-01 2.41e-01 2.07e-01 1.58e-01
2 4 3.31e-01 3.34e-01 3.39e-01 3.48e-01 3.72e-01 4.11e-01 4.40e-01 4.12e-01 3.42e-01 2.55e-01
2 5 4.63e-02 4.68e-02 4.69e-02 4.82e-02 5.48e-02 6.09e-02 6.38e-02 5.77e-02 4.64e-02 3.33e-02
2 6 5.51e-01 5.53e-01 5.67e-01 5.99e-01 6.80e-01 7.78e-01 9.09e-01 1.15e+00 1.40e+00 1.72e+00
2 7 3.53e-01 3.61e-01 3.72e-01 3.92e-01 4.43e-01 5.02e-01 5.79e-01 7.18e-01 8.66e-01 1.05e+00
2 8 3.94e-01 4.04e-01 4.19e-01 4.44e-01 5.07e-01 5.84e-01 6.88e-01 8.83e-01 1.09e+00 1.35e+00
2 9 7.93e-02 7.83e-02 7.87e-02 7.96e-02 7.96e-02 7.69e-02 7.20e-02 6.16e-02 5.12e-02 4.09e-02
2 10 3.52e-01 2.65e-01 2.20e-01 1.99e-01 1.64e-01 1.25e-01 8.91e-02 5.43e-02 3.57e-02 2.26e-02
3 4 1.11e-01 1.12e-01 1.14e-01 1.17e-01 1.25e-01 1.38e-01 1.48e-01 1.39e-01 1.15e-01 8.56e-02
3 5 1.56e-02 1.58e-02 1.58e-02 1.62e-02 1.85e-02 2.06e-02 2.16e-02 1.95e-02 1.57e-02 1.13e-02
3 6 2.51e-02 2.28e-02 2.20e-02 2.19e-02 2.31e-02 2.41e-02 2.37e-02 2.07e-02 1.71e-02 1.31e-02
3 7 3.92e-01 4.02e-01 4.17e-01 4.42e-01 5.05e-01 5.82e-01 6.86e-01 8.82e-01 1.09e+00 1.35e+00
3 8 1.37e-02 1.40e-02 1.42e-02 1.45e-02 1.51e-02 1.55e-02 1.51e-02 1.32e-02 1.09e-02 8.35e-03
3 9 2.64e-02 2.62e-02 2.64e-02 2.67e-02 2.67e-02 2.58e-02 2.41e-02 2.06e-02 1.71e-02 1.37e-02
3 10 1.18e-01 8.85e-02 7.33e-02 6.64e-02 5.47e-02 4.16e-02 2.97e-02 1.81e-02 1.18e-02 7.36e-03
4 5 2.09e-01 2.13e-01 2.21e-01 2.49e-01 3.01e-01 3.24e-01 3.33e-01 3.25e-01 3.19e-01 3.27e-01
4 6 1.93e-01 1.90e-01 1.96e-01 2.10e-01 2.29e-01 2.31e-01 2.19e-01 1.86e-01 1.54e-01 1.23e-01
4 7 1.12e-01 1.14e-01 1.19e-01 1.29e-01 1.42e-01 1.43e-01 1.35e-01 1.14e-01 9.44e-02 7.46e-02
4 8 3.71e-02 3.81e-02 4.00e-02 4.32e-02 4.70e-02 4.73e-02 4.48e-02 3.81e-02 3.14e-02 2.40e-02
