Aij
1/s 1/s 1/s 1/s 1/s 
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
4.7800000e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
4.6099998e-08 2.0600001e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
5.8199998e-06 1.6200000e-02 9.3999997e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 
0.0000000e+00 6.8300003e-01 1.0500000e-02 2.2200000e+00 0.0000000e+00 0.0000000e+00 
0.0000000e+00 5.4000000e+03 1.5400000e+04 3.4200001e+00 0.0000000e+00 0.0000000e+00 
*** ATOM sulfur
*** SPECTRUM 3
*** SOURCE3 LaJohn & Luke, 1993, Phys. Scr., 47, 542
*** NOTE3 A-value for 6-4
*** SOURCE4 Heise, Smith & Calamai, 1995, ApJ, 451, L41
*** NOTE4 Measured A values by ion-trap for 6-2 and 6-3
*** SOURCE5 Mendoza & Zeippen, 1982, MNRAS, 199, 1025
*** NOTE5 A-values for 3-1, 4-1, 5-3 & 5-4
*** SOURCE6 Kauffman & Sugar, 1986, JPCRD, 15, 339
*** NOTE6 All other A-values
*** GSCONFIG p2
