0 0 3.000e+00 3.400e+00 3.800e+00 4.200e+00 4.600e+00 5.000e+00
1 2 3.690e-01 3.670e-01 4.090e-01 4.510e-01 5.090e-01 5.550e-01
1 3 2.190e-01 2.280e-01 2.510e-01 3.010e-01 3.540e-01 3.600e-01
1 4 2.895e-01 2.942e-01 3.036e-01 3.191e-01 3.402e-01 3.480e-01
1 5 3.271e-02 3.304e-02 3.392e-02 3.578e-02 3.939e-02 4.158e-02
1 6 1.257e-01 1.255e-01 1.260e-01 1.290e-01 1.318e-01 1.213e-01
2 3 9.530e-01 9.710e-01 1.077e+00 1.240e+00 1.433e+00 1.502e+00
2 4 7.689e-01 7.813e-01 8.064e-01 8.476e-01 9.036e-01 9.244e-01
2 5 9.767e-02 9.865e-02 1.013e-01 1.068e-01 1.176e-01 1.241e-01
2 6 2.904e-01 2.901e-01 2.912e-01 2.982e-01 3.045e-01 2.802e-01
3 4 1.483e+00 1.507e+00 1.555e+00 1.634e+00 1.742e+00 1.783e+00
3 5 1.686e-01 1.703e-01 1.748e-01 1.844e-01 2.030e-01 2.143e-01
3 6 6.979e-01 6.973e-01 6.998e-01 7.167e-01 7.318e-01 6.735e-01
4 5 1.124e+00 1.057e+00 9.000e-01 7.230e-01 6.350e-01 6.210e-01
4 6 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
5 6 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
*** N II collision strengths
*** T_UNIT log(K)
*** ATOM nitrogen
*** SPECTRUM 2
*** GSCONFIG p2
*** SOURCE1 Hudson and Bell, 2004, MNRAS, 348, 1275
*** NOTE1 Collision strengths for all transitions
