0 0 3.700e+00 4.000e+00 4.100e+00 4.300e+00 4.500e+00 4.700e+00 4.900e+00 5.100e+00 5.300e+00 5.500e+00 5.700e+00
1 2 1.170e-01 1.170e-01 1.156e-01 1.144e-01 1.144e-01 1.107e-01 1.018e-01 8.978e-02 7.689e-02 6.433e-02 5.256e-02
1 3 3.500e-01 3.500e-01 3.467e-01 3.433e-01 3.433e-01 3.320e-01 3.053e-01 2.693e-01 2.307e-01 1.930e-01 1.577e-01
1 4 5.830e-01 5.830e-01 5.778e-01 5.722e-01 5.722e-01 5.533e-01 5.089e-01 4.489e-01 3.844e-01 3.217e-01 2.628e-01
1 5 4.000e+00 4.000e+00 4.000e+00 4.110e+00 4.240e+00 4.420e+00 4.650e+00 5.000e+00 5.500e+00 6.170e+00 7.010e+00
2 3 8.000e-01 9.500e-01 9.620e-01 1.030e+00 1.090e+00 1.110e+00 1.060e+00 9.530e-01 8.150e-01 6.730e-01 5.410e-01
2 4 5.900e-01 6.950e-01 7.180e-01 8.570e-01 1.010e+00 1.110e+00 1.090e+00 9.880e-01 8.430e-01 7.030e-01 5.880e-01
2 5 4.111e-01 4.111e-01 4.111e-01 3.933e-01 3.656e-01 3.256e-01 2.778e-01 2.300e-01 1.867e-01 1.533e-01 1.333e-01
3 4 2.230e+00 2.750e+00 2.780e+00 3.170e+00 3.600e+00 3.830e+00 3.740e+00 3.370e+00 2.880e+00 2.390e+00 1.970e+00
3 5 1.233e+00 1.233e+00 1.233e+00 1.180e+00 1.097e+00 9.767e-01 8.333e-01 6.900e-01 5.600e-01 4.600e-01 4.000e-01
4 5 2.056e+00 2.056e+00 2.056e+00 1.967e+00 1.828e+00 1.628e+00 1.389e+00 1.150e+00 9.333e-01 7.667e-01 6.667e-01
*** C III collision strengths
*** ATOM carbon
*** SPECTRUM 3
*** N_LEVELS 5
*** T_UNIT log(K)
*** SOURCE1 Keenan, Feibelman & Berrington 1992, ApJ, 389, 443
*** NOTE1 Collision strengths for 3-2, 4-2 and 4-3 at T=5000K, 10000K
*** SOURCE2 Berrington, Burke, Dufton & Kingston, 1985, ADNDT, 33, 195
*** NOTE2 All other collision strengths, extrapolated from 12500K down to 5000K
*** GSCONFIG s2
