*** SIII collision strengths data
0 0 1.00e3 1.58e3 2.51e3 3.98e3 6.31e3 1.00e4 1.58e4 2.51e4 3.98e4 6.31e4 1.00e5 1.58e5 2.51e5 3.98e5 6.31e5 1.00e6  
 1  2 2.08e+00 2.10e+00 2.13e+00 2.20e+00 2.27e+00 2.26e+00 2.17e+00 2.07e+00 1.97e+00 1.84e+00 1.63e+00 1.36e+00 1.07e+00 8.10e-01 5.90e-01 4.18e-01
 1  3 9.84e-01 9.59e-01 9.47e-01 9.61e-01 9.85e-01 1.03e+00 1.12e+00 1.24e+00 1.32e+00 1.32e+00 1.23e+00 1.07e+00 8.87e-01 7.10e-01 5.62e-01 4.45e-01
 1  4 6.98e-01 7.33e-01 7.38e-01 7.20e-01 7.10e-01 7.29e-01 7.65e-01 7.90e-01 7.86e-01 7.43e-01 6.59e-01 5.48e-01 4.30e-01 3.22e-01 2.34e-01 1.65e-01
 1  5 8.39e-02 8.98e-02 9.64e-02 1.04e-01 1.14e-01 1.25e-01 1.39e-01 1.56e-01 1.73e-01 1.82e-01 1.76e-01 1.60e-01 1.37e-01 1.14e-01 9.23e-02 7.37e-02
 1  6 5.63e-01 5.79e-01 5.58e-01 5.13e-01 4.58e-01 4.16e-01 4.01e-01 4.01e-01 3.97e-01 3.74e-01 3.33e-01 2.81e-01 2.26e-01 1.75e-01 1.30e-01 9.38e-02
 2  3 4.86e+00 4.84e+00 4.84e+00 4.95e+00 5.08e+00 5.15e+00 5.24e+00 5.36e+00 5.42e+00 5.27e+00 4.81e+00 4.12e+00 3.34e+00 2.61e+00 1.99e+00 1.52e+00
 2  4 2.09e+00 2.19e+00 2.19e+00 2.14e+00 2.11e+00 2.17e+00 2.28e+00 2.36e+00 2.35e+00 2.23e+00 1.98e+00 1.64e+00 1.29e+00 9.69e-01 7.02e-01 4.96e-01
 2  5 2.17e-01 2.36e-01 2.56e-01 2.79e-01 3.05e-01 3.29e-01 3.54e-01 3.84e-01 4.08e-01 4.04e-01 3.63e-01 2.99e-01 2.30e-01 1.67e-01 1.17e-01 8.00e-02
 2  6 1.69e+00 1.74e+00 1.68e+00 1.54e+00 1.38e+00 1.25e+00 1.21e+00 1.20e+00 1.19e+00 1.12e+00 9.99e-01 8.43e-01 6.80e-01 5.25e-01 3.92e-01 2.83e-01
 3  4 3.93e+00 4.10e+00 4.12e+00 4.02e+00 3.97e+00 4.06e+00 4.23e+00 4.34e+00 4.30e+00 4.05e+00 3.59e+00 2.99e+00 2.36e+00 1.78e+00 1.30e+00 9.31e-01
 3  5 3.53e-01 3.86e-01 4.21e-01 4.60e-01 5.03e-01 5.45e-01 5.85e-01 6.34e-01 6.73e-01 6.65e-01 5.98e-01 4.93e-01 3.79e-01 2.77e-01 1.94e-01 1.32e-01
 3  6 2.83e+00 2.91e+00 2.80e+00 2.57e+00 2.30e+00 2.09e+00 2.01e+00 2.01e+00 1.99e+00 1.87e+00 1.67e+00 1.41e+00 1.13e+00 8.70e-01 6.46e-01 4.66e-01
 4  5 8.83e-01 8.87e-01 8.94e-01 9.72e-01 1.16e+00 1.40e+00 1.62e+00 1.82e+00 1.97e+00 2.01e+00 1.93e+00 1.77e+00 1.58e+00 1.40e+00 1.24e+00 1.11e+00
 4  6 2.23e-03 2.38e-03 2.60e-03 3.42e-03 6.91e-03 1.67e-02 3.09e-02 4.32e-02 4.96e-02 4.94e-02 4.35e-02 3.47e-02 2.57e-02 1.81e-02 1.23e-02 8.11e-03
 5  6 4.07e-04 4.35e-04 5.54e-04 8.94e-04 1.59e-03 2.95e-03 4.97e-03 7.12e-03 8.73e-03 9.25e-03 8.56e-03 7.07e-03 5.36e-03 3.83e-03 2.63e-03 1.75e-03
*** SOURCE1  'Grieve M.F.R., Ramsbottom C.A., Hudson C.E., Keenan F.P.  2014, ApJ, 780, 110'
*** NOTE1    'Collision strengths'
*** ATOM sulfur
*** SPECTRUM 3
*** N_LEVELS 6
*** T_UNIT 'K'
