Aij
1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s
0.00E+00    0.00E+00    0.00       0.00    0.00     0.00    0.00    0.00
0.991E+00   0.00E+00    0.00       0.00    0.00     0.00    0.00    0.00
1.507E+06   4.842E+05   0.00       0.00    0.00     0.00    0.00    0.00
4.920E+04   6.594E+05   0.129      0.00    0.00     0.00    0.00    0.00
0.00        2.146E+06   2.285E-04  0.277   0.00     0.00    0.00    0.00
7.741E+08   6.632E+07   0.666      2.092   0.780    0.00    0.00    0.00
0.00        7.471E+08   2.818E-03  1.531   5.646    0.0002  0.00    0.00
2.694E+09   1.313E+09   9.839      38.414  1.190    21.699  30.410  0.00
*** Br V Aij data
*** N_LEVELS 8
*** SOURCE1     'Madonna et al, 2018, ApJ 861, 8' 
*** NOTE1       'Transition Probabilities A'

