*** SIV collision strengths data
0 0 4.000e+00 4.200e+00 4.400e+00 4.600e+00 4.800e+00 5.000e+00 5.200e+00 5.400e+00 5.600e+00
1 2 6.420e+00 6.410e+00 6.380e+00 6.350e+00 6.110e+00 5.600e+00 4.780e+00 3.850e+00 2.960e+00
1 3 5.100e-01 4.700e-01 4.400e-01 4.100e-01 3.600e-01 3.100e-01 2.500e-01 1.900e-01 1.500e-01
1 4 8.700e-01 8.200e-01 7.700e-01 7.100e-01 6.200e-01 5.200e-01 4.100e-01 3.200e-01 2.400e-01
1 5 9.500e-01 9.000e-01 8.500e-01 7.700e-01 6.600e-01 5.300e-01 4.100e-01 3.000e-01 2.100e-01
2 3 6.600e-01 6.200e-01 5.900e-01 5.400e-01 4.600e-01 3.700e-01 2.900e-01 2.100e-01 1.500e-01
2 4 1.470e+00 1.380e+00 1.300e+00 1.180e+00 1.030e+00 8.400e-01 6.500e-01 4.900e-01 3.700e-01
2 5 2.530e+00 2.390e+00 2.260e+00 2.080e+00 1.810e+00 1.500e+00 1.190e+00 9.200e-01 6.900e-01
3 4 3.040e+00 2.820e+00 2.590e+00 2.300e+00 2.000e+00 1.680e+00 1.370e+00 1.100e+00 8.600e-01
3 5 2.920e+00 2.680e+00 2.400e+00 2.110e+00 1.810e+00 1.560e+00 1.340e+00 1.180e+00 1.050e+00
4 5 7.010e+00 6.490e+00 5.850e+00 5.160e+00 4.450e+00 3.770e+00 3.170e+00 2.670e+00 2.240e+00
*** T_UNIT log(K)
*** ATOM sulfur
*** SPECTRUM 4
*** SOURCE Dufton, Hibbert, Kingston & Doschek, 1982, ApJ, 257, 338
*** NOTE collision strengths 
*** GSCONFIG p1
