0 0 3.000e+00 3.200e+00 3.400e+00 3.600e+00 3.800e+00 4.000e+00 4.200e+00 4.400e+00 4.600e+00 4.800e+00 5.000e+00
1 2 1.830e+00 1.840e+00 1.820e+00 1.750e+00 1.608e+00 1.408e+00 1.192e+00 1.006e+00 8.752e-01 7.879e-01 7.157e-01
1 3 3.228e+00 3.195e+00 2.982e+00 2.643e+00 2.235e+00 1.810e+00 1.416e+00 1.096e+00 8.709e-01 7.205e-01 6.098e-01
1 4 1.986e-01 2.222e-01 2.352e-01 2.382e-01 2.350e-01 2.318e-01 2.346e-01 2.418e-01 2.456e-01 2.416e-01 2.296e-01
1 5 3.510e-02 3.300e-02 3.070e-02 2.890e-02 2.770e-02 2.730e-02 2.760e-02 2.820e-02 2.850e-02 2.820e-02 2.720e-02
2 3 9.551e+00 9.488e+00 8.984e+00 8.133e+00 7.038e+00 5.832e+00 4.675e+00 3.722e+00 3.049e+00 2.597e+00 2.254e+00
2 4 5.957e-01 6.667e-01 7.057e-01 7.147e-01 7.051e-01 6.954e-01 7.039e-01 7.254e-01 7.368e-01 7.249e-01 6.889e-01
2 5 1.052e-01 9.890e-02 9.220e-02 8.660e-02 8.300e-02 8.190e-02 8.290e-02 8.460e-02 8.550e-02 8.460e-02 8.170e-02
3 4 9.928e-01 1.111e+00 1.176e+00 1.191e+00 1.175e+00 1.159e+00 1.173e+00 1.209e+00 1.228e+00 1.208e+00 1.148e+00
3 5 1.753e-01 1.648e-01 1.536e-01 1.443e-01 1.384e-01 1.365e-01 1.381e-01 1.410e-01 1.424e-01 1.410e-01 1.362e-01
4 5 5.289e-01 6.767e-01 7.354e-01 7.009e-01 6.251e-01 5.774e-01 6.103e-01 6.878e-01 7.299e-01 7.148e-01 6.621e-01
1 6 3.120e-02 3.820e-02 6.290e-02 1.046e-01 1.423e-01 1.584e-01 1.548e-01 1.430e-01 1.307e-01 1.182e-01 1.038e-01
2 6 9.350e-02 1.145e-01 1.886e-01 3.139e-01 4.268e-01 4.753e-01 4.644e-01 4.290e-01 3.921e-01 3.546e-01 3.114e-01
3 6 1.559e-01 1.908e-01 3.143e-01 5.232e-01 7.113e-01 7.921e-01 7.741e-01 7.151e-01 6.536e-01 5.910e-01 5.191e-01
4 6 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
5 6 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
*** Ne V collision strengths 
*** T_UNIT log(K)
*** ATOM neon
*** SPECTRUM 5
*** N_LEVELS 6
*** SOURCE1 Lennon & Burke, 1994, A&A Supp., 103, 273
*** NOTE1 All collision strengths
*** GSCONFIG p2
