Aij
1/s 1/s 1/s 1/s 1/s 
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
4.7200001e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
4.6099998e-08 2.0699999e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
5.8199998e-06 2.2100000e-02 5.7599999e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 
0.0000000e+00 7.9600000e-01 1.0500000e-02 2.2200000e+00 0.0000000e+00 0.0000000e+00 
0.0000000e+00 5.4000000e+03 1.5400000e+04 3.4200001e+00 0.0000000e+00 0.0000000e+00 
*** ATOM sulfur
*** SPECTRUM 3
*** SOURCE2 LaJohn & Luke, 1993, Phys. Scr., 47, 542
*** NOTE2 A-value for 6-4
*** SOURCE3 Heise, Smith & Calamai, 1995, ApJ, 451, L41
*** NOTE3 Measured A values by ion-trap for 6-2 and 6-3
*** SOURCE4 Mendoza & Zeippen, 1982, MNRAS, 199, 1025
*** NOTE4 All other A-values
*** GSCONFIG p2
