*** ArIII collision strength data
0 0 3.000e+00 3.200e+00 3.400e+00 3.600e+00 3.800e+00 4.000e+00 4.200e+00 4.400e+00 4.600e+00 4.800e+00 5.000e+00
1 2 3.726e+00 3.507e+00 3.342e+00 3.226e+00 3.137e+00 3.087e+00 3.117e+00 3.209e+00 3.315e+00 3.343e+00 3.164e+00
1 3 7.250e-01 6.960e-01 6.770e-01 6.650e-01 6.600e-01 6.710e-01 7.150e-01 7.810e-01 8.540e-01 9.060e-01 8.970e-01
1 4 2.829e+00 2.808e+00 2.794e+00 2.771e+00 2.731e+00 2.681e+00 2.632e+00 2.604e+00 2.591e+00 2.519e+00 2.307e+00
1 5 5.070e-01 5.150e-01 5.070e-01 4.910e-01 4.770e-01 4.670e-01 4.600e-01 4.530e-01 4.430e-01 4.210e-01 3.760e-01
2 3 1.676e+00 1.552e+00 1.456e+00 1.384e+00 1.322e+00 1.261e+00 1.207e+00 1.162e+00 1.128e+00 1.089e+00 1.006e+00
2 4 1.697e+00 1.685e+00 1.677e+00 1.663e+00 1.639e+00 1.608e+00 1.579e+00 1.562e+00 1.554e+00 1.511e+00 1.384e+00
2 5 3.040e-01 3.090e-01 3.040e-01 2.950e-01 2.860e-01 2.800e-01 2.760e-01 2.720e-01 2.660e-01 2.520e-01 2.260e-01
3 4 5.660e-01 5.620e-01 5.590e-01 5.540e-01 5.460e-01 5.360e-01 5.260e-01 5.210e-01 5.180e-01 5.040e-01 4.610e-01
3 5 1.010e-01 1.030e-01 1.010e-01 9.800e-02 9.500e-02 9.300e-02 9.200e-02 9.100e-02 8.900e-02 8.400e-02 7.500e-02
4 5 1.587e+00 1.506e+00 1.395e+00 1.302e+00 1.248e+00 1.219e+00 1.188e+00 1.145e+00 1.096e+00 1.038e+00 9.510e-01
*** T_UNIT log(K)
*** ATOM argon
*** SPECTRUM 3
*** GSCONFIG p4
*** SOURCE1 Galavis, Mendoza & Zeippen, 1995, A&AS, 111, 347
*** NOTE1 All collision strengths
