0 0 2.000e-01 5.000e-01 8.000e-01 1.000e+00 1.200e+00 1.500e+00 1.700e+00 2.000e+00 4.000e+00
1 2 7.820e-01 7.630e-01 7.610e-01 7.620e-01 7.640e-01 7.680e-01 7.710e-01 7.770e-01 8.310e-01
1 3 1.170e+00 1.150e+00 1.140e+00 1.140e+00 1.150e+00 1.150e+00 1.160e+00 1.170e+00 1.250e+00
1 4 6.110e-01 4.190e-01 3.900e-01 3.930e-01 4.000e-01 4.130e-01 4.210e-01 4.330e-01 4.830e-01
1 5 1.220e+00 8.380e-01 7.800e-01 7.850e-01 8.000e-01 8.260e-01 8.420e-01 8.650e-01 9.670e-01
2 3 7.140e+00 7.100e+00 7.090e+00 7.060e+00 6.990e+00 6.870e+00 6.790e+00 6.650e+00 6.070e+00
2 4 1.640e+00 1.550e+00 1.520e+00 1.510e+00 1.510e+00 1.510e+00 1.520e+00 1.530e+00 1.640e+00
2 5 2.160e+00 2.120e+00 2.130e+00 2.140e+00 2.150e+00 2.160e+00 2.170e+00 2.180e+00 2.310e+00
3 4 1.530e+00 1.510e+00 1.530e+00 1.530e+00 1.540e+00 1.550e+00 1.550e+00 1.560e+00 1.650e+00
3 5 4.170e+00 4.000e+00 3.950e+00 3.940e+00 3.940e+00 3.960e+00 3.980e+00 4.010e+00 4.280e+00
4 5 1.180e+00 1.460e+00 1.840e+00 2.070e+00 2.250e+00 2.470e+00 2.580e+00 2.700e+00 2.980e+00
*** Ar IV collision strengths
*** T_UNIT K/10000
*** ATOM argon
*** SPECTRUM 4
*** N_LEVELS 5
*** GSCONFIG p3
*** SOURCE1 Ramsbottom & Bell 1997, ADNDT, 66, 1
*** NOTE1 All collision strengths
