*** ClIII collision strengths data
0 0 2.000e-01 4.000e-01 6.000e-01 8.000e-01 1.000e+00 1.200e+00 1.400e+00 1.600e+00 1.800e+00 2.000e+00
1 2 1.149e+00 1.260e+00 1.323e+00 1.350e+00 1.359e+00 1.361e+00 1.359e+00 1.356e+00 1.354e+00 1.352e+00
1 3 1.724e+00 1.892e+00 1.989e+00 2.031e+00 2.046e+00 2.048e+00 2.046e+00 2.042e+00 2.038e+00 2.035e+00
1 4 4.130e-01 3.810e-01 3.880e-01 4.030e-01 4.180e-01 4.300e-01 4.400e-01 4.480e-01 4.550e-01 4.610e-01
1 5 8.260e-01 7.620e-01 7.750e-01 8.070e-01 8.370e-01 8.610e-01 8.800e-01 8.960e-01 9.090e-01 9.200e-01
2 3 4.073e+00 4.404e+00 4.498e+00 4.519e+00 4.519e+00 4.514e+00 4.509e+00 4.502e+00 4.493e+00 4.483e+00
2 4 1.337e+00 1.397e+00 1.506e+00 1.594e+00 1.653e+00 1.688e+00 1.708e+00 1.716e+00 1.718e+00 1.716e+00
2 5 1.956e+00 1.962e+00 2.055e+00 2.137e+00 2.192e+00 2.224e+00 2.242e+00 2.251e+00 2.253e+00 2.252e+00
3 4 1.418e+00 1.414e+00 1.473e+00 1.527e+00 1.563e+00 1.584e+00 1.596e+00 1.602e+00 1.604e+00 1.604e+00
3 5 3.522e+00 3.625e+00 3.868e+00 4.069e+00 4.203e+00 4.282e+00 4.323e+00 4.339e+00 4.337e+00 4.324e+00
4 5 1.756e+00 1.728e+00 1.729e+00 1.739e+00 1.755e+00 1.774e+00 1.795e+00 1.816e+00 1.837e+00 1.858e+00
*** T_UNIT K/10000
*** ATOM chlorine
*** SPECTRUM 3
*** SOURCE Butler & Zeippen , 1989, A&A, 208, 337
*** NOTE collision strengths 
*** GSCONFIG p3
