Aij
1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 
175.3 0.0 0.0 0.0 0.0 0.0 0.0 0.01501 0.0 0.0012248 4.988e-06 0.0 0.0 0.0 0.001313 0.0 0.0 0.0 0.0 0.0 0.089178 4.166e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
7.96 155.2 0.0 0.0 0.0 0.0 0.0 1.11217 0.0 0.0069049 0.0030312 3.933e-07 0.0 0.0 0.00016989 0.0007784 0.0 0.0 0.0 0.0 0.0897337 0.00565038 4.331e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.03217 0.002479 0.0 0.0 0.0 
0.350412 11.2801 133.9 5.962 1.191 0.0 0.0 2.82004 0.0 0.000170673 0.00345096 0.0021258 1.875e-07 0.0 0.0278503 0.0141498 0.0006253 0.0 0.0 0.0 0.01422 0.163304 0.0635858 0.0 0.0 0.0 0.0 0.0 0.0 0.0382901 0.0 0.00578 0.0 0.0 
113.1 35.99 3.784 1.30401 5.93381 4.708 0.0 0.00143479 0.0 0.0003946 1.37935 0.0306593 0.0655802 7.873e-07 0.280263 0.161784 0.0213508 0.110207 0.0314603 3.315e-07 0.0001726 2.2746e-05 1.6467e-05 0.0187308 0.0 0.0 0.0159802 0.0 0.0 2.1775e-06 0.0 0.0 0.0 0.0 
*** Ni III collision strengths 
*** ATOM nickel
*** SPECTRUM 3
*** GSCONFIG d8
*** N_LEVELS 34
*** SOURCE Bautista 2001, A&A 365, 268
*** NOTE A_values
