Aij
1/s 1/s 1/s 1/s 1/s 
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
9.5300000e+07 3.1000000e+07 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
1.1100000e+08 6.0000000e+06 4.1200000e+07 0.0000000e+00 0.0000000e+00 0.0000000e+00 
0.0000000e+00 0.0000000e+00 0.0000000e+00 6.6300000e+07 1.0400000e+08 0.0000000e+00 
*** ATOM barium
*** SPECTRUM 2
*** GSCONFIG s1
*** SOURCE1 Curry 2004, J. Phys. Chem. Ref. Data 33, 725-746
*** NOTE1 All As and energy levels
