 5  8 1.76e-02 1.85e-02 1.70e-02 1.45e-02 1.03e-02 7.94e-03 6.03e-03 3.49e-03 2.03e-03 1.11e-03 4.70e-04 2.41e-04 1.22e-04
 5  9 2.76e-02 2.88e-02 2.62e-02 2.19e-02 1.51e-02 1.11e-02 8.09e-03 4.54e-03 2.62e-03 1.42e-03 6.03e-04 3.10e-04 1.58e-04
 6  7 1.89e-01 1.93e-01 1.94e-01 1.92e-01 1.80e-01 1.67e-01 1.45e-01 1.04e-01 7.25e-02 4.74e-02 2.52e-02 1.50e-02 8.73e-03
 6  8 3.15e-01 3.22e-01 3.24e-01 3.20e-01 3.01e-01 2.79e-01 2.43e-01 1.73e-01 1.21e-01 7.91e-02 4.20e-02 2.50e-02 1.46e-02
 6  9 4.45e-01 4.51e-01 4.53e-01 4.47e-01 4.22e-01 3.91e-01 3.40e-01 2.42e-01 1.69e-01 1.11e-01 5.88e-02 3.51e-02 2.04e-02
 7  8 5.80e-01 5.42e-01 5.45e-01 5.87e-01 6.00e-01 5.60e-01 4.77e-01 3.28e-01 2.24e-01 1.45e-01 7.59e-02 4.50e-02 2.60e-02
 7  9 1.74e-01 1.46e-01 1.50e-01 1.82e-01 1.93e-01 1.71e-01 1.37e-01 8.66e-02 5.55e-02 3.37e-02 1.66e-02 9.55e-03 5.43e-03
 8  9 7.99e-01 7.21e-01 7.19e-01 7.89e-01 8.12e-01 7.49e-01 6.29e-01 4.24e-01 2.86e-01 1.83e-01 9.50e-02 5.62e-02 3.27e-02
*** Na VI collision strengths 
*** SOURCE1  J. Mao, N. R. Badnell, and G. Del Zanna 2020, A&A, 634, A7
*** NOTE1    Collision strengths
*** ATOM sodium
*** SPECTRUM 6
*** N_LEVELS 9
*** GSCONFIG p2 
*** T_UNIT K
