       0       0   3.301   3.602   3.778   3.903   4.000   4.079   4.146   4.204   4.255   4.301   4.699
       1       2   1.83    1.8     1.77     1.76   1.76 1.77 1.78 1.78 1.79 1.79 1.76
       1       3   1.14 1.1 1.1 1.11 1.13 1.15 1.18 1.21 1.24 1.27 1.46
       1       4   0.648 0.654 0.646 0.644 0.648 0.657 0.668 0.679 0.69 0.701 0.767
       1       5   0.143 0.137 0.139 0.145 0.151 0.157 0.162 0.166 0.17 0.173 0.178
       2       3   4.6 4.46 4.49 4.55 4.62 4.7 4.78 4.87 4.94 5.02 5.47
       2       4   2.04 2.08 2.06 2.07 2.08 2.11 2.15 2.18 2.22 2.25 2.43
       2       5   0.419 0.401 0.403 0.418 0.436 0.452 0.465 0.475 0.483 0.489 0.481
       3       4   3.85 3.92 3.92 3.93 3.96 4.0 4.04 4.09 4.13 4.18 4.34
       3       5   0.721 0.679 0.676 0.697 0.724 0.749 0.771 0.788 0.801 0.811 0.792
       4       5   2.16 1.85 1.75 1.74 1.77 1.82 1.88 1.94 1.99 2.05 2.42
*** Se III  effective collision strengths data
*** ATOM selenium
*** SPECTRUM 3
*** N_LEVELS 5
*** GSCONFIG p2
*** T_UNIT	        'log(K)' 
*** SOURCE2	'Keith Butler 2016'
*** NOTE2 	'Effective Collision Strengths Omega' 
