0 0 3.400e+00 3.700e+00 3.875e+00 4.000e+00 4.100e+00 4.180e+00 4.240e+00 4.300e+00 4.400e+00 4.480e+00 4.602e+00 4.699e+00 4.778e+00 4.903e+00 5.000e+00 5.079e+00 5.146e+00 5.204e+00 5.255e+00 5.301e+00
1 2 5.011e-01 5.084e-01 5.159e-01 5.222e-01 5.266e-01 5.294e-01 5.311e-01 5.324e-01 5.348e-01 5.380e-01 5.471e-01 5.575e-01 5.670e-01 5.802e-01 5.856e-01 5.854e-01 5.814e-01 5.749e-01 5.670e-01 5.582e-01
1 3 2.406e-01 2.449e-01 2.512e-01 2.573e-01 2.626e-01 2.669e-01 2.707e-01 2.739e-01 2.798e-01 2.855e-01 2.965e-01 3.067e-01 3.154e-01 3.275e-01 3.334e-01 3.349e-01 3.336e-01 3.306e-01 3.265e-01 3.218e-01
1 4 2.260e-01 2.265e-01 2.343e-01 2.434e-01 2.515e-01 2.582e-01 2.637e-01 2.683e-01 2.751e-01 2.799e-01 2.858e-01 2.888e-01 2.900e-01 2.893e-01 2.863e-01 2.822e-01 2.775e-01 2.726e-01 2.675e-01 2.624e-01
1 5 3.070e-02 3.040e-02 3.100e-02 3.210e-02 3.320e-02 3.420e-02 3.510e-02 3.580e-02 3.700e-02 3.780e-02 3.889e-02 3.944e-02 3.969e-02 3.969e-02 3.933e-02 3.879e-02 3.816e-02 3.747e-02 3.675e-02 3.603e-02
2 3 1.168e+00 1.187e+00 1.210e+00 1.232e+00 1.249e+00 1.262e+00 1.273e+00 1.282e+00 1.298e+00 1.315e+00 1.351e+00 1.387e+00 1.418e+00 1.462e+00 1.482e+00 1.486e+00 1.478e+00 1.463e+00 1.444e+00 1.422e+00
2 4 6.780e-01 6.795e-01 7.029e-01 7.302e-01 7.545e-01 7.746e-01 7.911e-01 8.049e-01 8.253e-01 8.397e-01 8.574e-01 8.664e-01 8.700e-01 8.693e-01 8.589e-01 8.460e-01 8.325e-01 8.178e-01 8.025e-01 7.872e-01
2 5 9.213e-02 9.108e-02 9.294e-02 9.618e-02 9.951e-02 1.025e-01 1.051e-01 1.074e-01 1.109e-01 1.135e-01 1.167e-01 1.183e-01 1.191e-01 1.191e-01 1.180e-01 1.164e-01 1.145e-01 1.124e-01 1.103e-01 1.081e-01
3 4 1.130e+00 1.133e+00 1.171e+00 1.217e+00 1.258e+00 1.291e+00 1.319e+00 1.342e+00 1.375e+00 1.400e+00 1.429e+00 1.444e+00 1.450e+00 1.449e+00 1.431e+00 1.410e+00 1.388e+00 1.363e+00 1.337e+00 1.312e+00
3 5 1.535e-01 1.518e-01 1.549e-01 1.603e-01 1.658e-01 1.708e-01 1.752e-01 1.789e-01 1.849e-01 1.891e-01 1.945e-01 1.972e-01 1.984e-01 1.984e-01 1.966e-01 1.940e-01 1.908e-01 1.873e-01 1.837e-01 1.802e-01
4 5 3.907e-01 4.312e-01 4.836e-01 5.227e-01 5.478e-01 5.629e-01 5.719e-01 5.769e-01 5.809e-01 5.812e-01 5.793e-01 5.776e-01 5.767e-01 5.758e-01 5.743e-01 5.716e-01 5.682e-01 5.642e-01 5.601e-01 5.559e-01
1 6 1.114e-01 1.130e-01 1.188e-01 1.239e-01 1.279e-01 1.308e-01 1.330e-01 1.346e-01 1.366e-01 1.373e-01 1.366e-01 1.343e-01 1.314e-01 1.251e-01 1.192e-01 1.139e-01 1.093e-01 1.051e-01 1.014e-01 9.811e-02
2 6 3.342e-01 3.390e-01 3.564e-01 3.717e-01 3.837e-01 3.924e-01 3.990e-01 4.038e-01 4.098e-01 4.119e-01 4.098e-01 4.029e-01 3.942e-01 3.753e-01 3.576e-01 3.417e-01 3.279e-01 3.153e-01 3.042e-01 2.943e-01
3 6 5.570e-01 5.650e-01 5.940e-01 6.195e-01 6.395e-01 6.540e-01 6.650e-01 6.730e-01 6.830e-01 6.865e-01 6.830e-01 6.715e-01 6.570e-01 6.255e-01 5.960e-01 5.695e-01 5.465e-01 5.255e-01 5.070e-01 4.906e-01
4 6 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
5 6 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
*** O III collision strengths 
*** T_UNIT log(K)
*** ATOM oxygen
*** SPECTRUM 3
*** SOURCE1 Aggarwal and Keenan 1999, ApJS 123, 311
*** NOTE1 All collision strengths
*** GSCONFIG p2
