0 0 2.000e-01 4.000e-01 6.000e-01 8.000e-01 1.000e+00 1.200e+00 1.400e+00 1.600e+00 1.800e+00 2.000e+00 5.000e+00
1 2 2.645e+00 2.724e+00 2.894e+00 3.026e+00 3.107e+00 3.153e+00 3.177e+00 3.187e+00 3.189e+00 3.187e+00 3.162e+00
1 3 4.012e+00 4.198e+00 4.459e+00 4.646e+00 4.758e+00 4.819e+00 4.848e+00 4.860e+00 4.861e+00 4.857e+00 4.838e+00
1 4 5.916e+00 6.105e+00 6.417e+00 6.765e+00 7.118e+00 7.466e+00 7.807e+00 8.140e+00 8.465e+00 8.784e+00 1.310e+01
1 5 1.253e+01 1.338e+01 1.427e+01 1.514e+01 1.598e+01 1.678e+01 1.754e+01 1.827e+01 1.898e+01 1.966e+01 2.857e+01
2 3 8.700e+00 9.064e+00 9.274e+00 9.345e+00 9.336e+00 9.288e+00 9.220e+00 9.146e+00 9.069e+00 8.993e+00 8.152e+00
2 4 1.097e+01 1.172e+01 1.251e+01 1.324e+01 1.389e+01 1.447e+01 1.499e+01 1.546e+01 1.589e+01 1.630e+01 2.087e+01
2 5 4.688e+00 4.991e+00 5.284e+00 5.525e+00 5.717e+00 5.868e+00 5.989e+00 6.087e+00 6.168e+00 6.237e+00 6.853e+00
3 4 4.049e+00 3.349e+00 3.053e+00 2.906e+00 2.818e+00 2.755e+00 2.705e+00 2.661e+00 2.621e+00 2.583e+00 2.209e+00
3 5 2.455e+01 2.628e+01 2.789e+01 2.930e+01 3.052e+01 3.157e+01 3.249e+01 3.331e+01 3.405e+01 3.473e+01 4.248e+01
4 5 7.177e+00 7.171e+00 7.267e+00 7.391e+00 7.504e+00 7.599e+00 7.678e+00 7.747e+00 7.808e+00 7.865e+00 8.599e+00
*** Ba II collision strength data
*** T_UNIT K/10000
*** ATOM barium
*** SPECTRUM 2
*** N_LEVELS 5
*** GSCONFIG s1
*** SOURCE1 Schoning & Butler 1998, A&AS 128, 581
*** NOTE1 Collision strengths
