Aij
1/s 1/s 1/s 1/s 1/s 
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
4.7900001e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
4.1100002e-08 2.0600001e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
5.2500000e-06 1.8500000e-02 4.8000000e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 
0.0000000e+00 6.6100001e-01 8.8200001e-03 2.0799999e+00 0.0000000e+00 0.0000000e+00 
5.4199998e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
*** ATOM sulfur
*** SPECTRUM 3
*** SOURCE1 Podobedova, Kelleher, and Wiese 2009, J. Phys. Chem. Ref. Data, Vol.
*** NOTE1 All energy and A values
