*** SIII collision strengths data
0 0 3.000e+00 3.200e+00 3.400e+00 3.600e+00 3.800e+00 4.000e+00 4.200e+00 4.400e+00 4.600e+00 4.800e+00 5.000e+00
1 2 1.702e+00 1.855e+00 1.993e+00 2.153e+00 2.290e+00 2.331e+00 2.278e+00 2.185e+00 2.078e+00 1.933e+00 1.716e+00
1 3 8.080e-01 8.150e-01 8.700e-01 9.610e-01 1.042e+00 1.110e+00 1.207e+00 1.327e+00 1.413e+00 1.413e+00 1.308e+00
1 4 6.690e-01 7.700e-01 8.540e-01 8.930e-01 8.910e-01 8.830e-01 8.880e-01 8.900e-01 8.700e-01 8.150e-01 7.200e-01
1 5 1.520e-01 1.440e-01 1.350e-01 1.280e-01 1.240e-01 1.230e-01 1.260e-01 1.330e-01 1.400e-01 1.400e-01 1.270e-01
2 3 3.947e+00 4.153e+00 4.449e+00 4.854e+00 5.208e+00 5.411e+00 5.563e+00 5.716e+00 5.776e+00 5.594e+00 5.088e+00
2 4 2.008e+00 2.311e+00 2.563e+00 2.679e+00 2.674e+00 2.650e+00 2.663e+00 2.669e+00 2.610e+00 2.444e+00 2.159e+00
2 5 4.570e-01 4.320e-01 4.050e-01 3.830e-01 3.720e-01 3.700e-01 3.770e-01 3.980e-01 4.200e-01 4.190e-01 3.820e-01
3 4 3.346e+00 3.851e+00 4.272e+00 4.466e+00 4.457e+00 4.417e+00 4.438e+00 4.448e+00 4.349e+00 4.073e+00 3.599e+00
3 5 7.620e-01 7.210e-01 6.740e-01 6.390e-01 6.210e-01 6.170e-01 6.280e-01 6.630e-01 7.010e-01 6.980e-01 6.370e-01
4 5 1.094e+00 1.037e+00 9.840e-01 9.820e-01 1.093e+00 1.301e+00 1.540e+00 1.772e+00 1.962e+00 2.054e+00 2.016e+00
*** T_UNIT log(K)
*** ATOM sulfur
*** SPECTRUM 3
*** SOURCE Galavis, Mendoza & Zeippen, 1995, A&A Supp., 111, 347
*** NOTE collision strengths 
*** GSCONFIG p2
