0 0 6.000e-01 8.000e-01 1.000e+00 1.200e+00 1.400e+00 1.600e+00 1.800e+00 2.000e+00
1 3 5.620e-01 5.600e-01 5.590e-01 5.570e-01 5.560e-01 5.540e-01 5.520e-01 5.500e-01
1 2 8.430e-01 8.400e-01 8.380e-01 8.360e-01 8.340e-01 8.310e-01 8.280e-01 8.240e-01
1 4 1.540e-01 1.560e-01 1.560e-01 1.560e-01 1.560e-01 1.560e-01 1.550e-01 1.550e-01
1 5 3.080e-01 3.110e-01 3.130e-01 3.130e-01 3.120e-01 3.120e-01 3.110e-01 3.090e-01
2 3 1.365e+00 1.362e+00 1.362e+00 1.359e+00 1.355e+00 1.348e+00 1.340e+00 1.331e+00
3 4 3.270e-01 3.340e-01 3.360e-01 3.380e-01 3.390e-01 3.390e-01 3.390e-01 3.390e-01
3 5 4.820e-01 5.000e-01 5.090e-01 5.130e-01 5.150e-01 5.160e-01 5.160e-01 5.160e-01
2 4 3.470e-01 3.610e-01 3.680e-01 3.710e-01 3.730e-01 3.740e-01 3.740e-01 3.740e-01
2 5 8.670e-01 8.890e-01 9.000e-01 9.050e-01 9.080e-01 9.090e-01 9.100e-01 9.090e-01
4 5 3.230e-01 3.350e-01 3.430e-01 3.500e-01 3.550e-01 3.610e-01 3.660e-01 3.700e-01
*** Ne IV collision strengths
*** T_UNIT K/10000
*** ATOM neon
*** SPECTRUM 4
*** N_LEVELS 5
*** SOURCE Giles, 1981, MNRAS, 195, 63
*** NOTE All collision strengths
*** GSCONFIG p3
