*** SiIII collision strengths data
0 0 3.800e+00 3.900e+00 4.000e+00 4.100e+00 4.200e+00 4.300e+00 4.400e+00 4.500e+00 4.600e+00 4.700e+00 4.800e+00 4.900e+00 5.000e+00 5.100e+00 5.200e+00
1 2 7.080e-01 6.530e-01 6.060e-01 5.640e-01 5.260e-01 4.900e-01 4.560e-01 4.220e-01 3.870e-01 3.530e-01 3.180e-01 2.840e-01 2.500e-01 2.190e-01 1.920e-01
1 3 2.124e+00 1.960e+00 1.819e+00 1.693e+00 1.579e+00 1.471e+00 1.368e+00 1.265e+00 1.162e+00 1.058e+00 9.540e-01 8.510e-01 7.510e-01 6.570e-01 5.750e-01
1 4 3.540e+00 3.267e+00 3.031e+00 2.822e+00 2.632e+00 2.452e+00 2.279e+00 2.108e+00 1.936e+00 1.763e+00 1.590e+00 1.418e+00 1.251e+00 1.096e+00 9.580e-01
1 5 5.361e+00 5.461e+00 5.600e+00 5.773e+00 5.979e+00 6.216e+00 6.483e+00 6.780e+00 7.107e+00 7.463e+00 7.851e+00 8.272e+00 8.729e+00 9.224e+00 9.761e+00
2 3 1.788e+00 1.801e+00 1.814e+00 1.825e+00 1.832e+00 1.833e+00 1.825e+00 1.808e+00 1.778e+00 1.734e+00 1.672e+00 1.593e+00 1.492e+00 1.367e+00 1.218e+00
2 4 3.668e+00 3.655e+00 3.624e+00 3.576e+00 3.512e+00 3.432e+00 3.338e+00 3.230e+00 3.108e+00 2.971e+00 2.820e+00 2.654e+00 2.472e+00 2.273e+00 2.057e+00
2 5 9.370e-01 9.290e-01 9.220e-01 9.120e-01 8.990e-01 8.800e-01 8.550e-01 8.220e-01 7.820e-01 7.350e-01 6.800e-01 6.200e-01 5.550e-01 4.860e-01 4.170e-01
3 4 1.046e+01 1.047e+01 1.042e+01 1.033e+01 1.020e+01 1.003e+01 9.804e+00 9.534e+00 9.215e+00 8.846e+00 8.424e+00 7.947e+00 7.414e+00 6.820e+00 6.164e+00
3 5 2.811e+00 2.788e+00 2.765e+00 2.736e+00 2.696e+00 2.640e+00 2.564e+00 2.466e+00 2.346e+00 2.204e+00 2.041e+00 1.860e+00 1.664e+00 1.459e+00 1.251e+00
4 5 4.685e+00 4.646e+00 4.609e+00 4.561e+00 4.494e+00 4.399e+00 4.273e+00 4.110e+00 3.910e+00 3.673e+00 3.402e+00 3.100e+00 2.774e+00 2.432e+00 2.085e+00
*** T_UNIT log(K)
*** ATOM silicon
*** SPECTRUM 3
*** GSCONFIG s2
*** SOURCE1 Dufton & Kingston, 1989, MNRAS, 241, 209
*** NOTE1 All collision strengths
*** SOURCE1 Dufton & Kingston, 1989, MNRAS, 241, 209
*** NOTE1_1 taken from Kingston, 1994, ADNDT, 57, 273
