0 0 4.500e+00 4.700e+00 4.900e+00 5.100e+00 5.300e+00 5.500e+00 5.700e+00 5.900e+00 6.100e+00
1 2 6.640e-02 6.170e-02 5.580e-02 4.890e-02 4.180e-02 3.510e-02 2.920e-02 2.400e-02 1.930e-02
1 3 1.993e-01 1.850e-01 1.673e-01 1.467e-01 1.253e-01 1.053e-01 8.770e-02 7.200e-02 5.800e-02
1 4 3.322e-01 3.083e-01 2.789e-01 2.444e-01 2.089e-01 1.756e-01 1.461e-01 1.200e-01 9.670e-02
1 5 2.730e+00 2.790e+00 2.850e+00 2.940e+00 3.060e+00 3.240e+00 3.490e+00 3.820e+00 4.210e+00
2 3 8.700e-01 8.420e-01 7.760e-01 6.800e-01 5.710e-01 4.630e-01 3.680e-01 2.880e-01 2.220e-01
2 4 1.050e+00 1.020e+00 9.380e-01 8.110e-01 6.630e-01 5.230e-01 4.070e-01 3.200e-01 2.580e-01
2 5 1.756e-01 1.678e-01 1.511e-01 1.278e-01 1.060e-01 8.630e-02 6.960e-02 5.530e-02 4.320e-02
3 4 3.320e+00 3.240e+00 2.980e+00 2.590e+00 2.140e+00 1.710e+00 1.350e+00 1.060e+00 8.520e-01
3 5 5.267e-01 5.033e-01 4.533e-01 3.833e-01 3.180e-01 2.590e-01 2.087e-01 1.660e-01 1.297e-01
4 5 8.778e-01 8.389e-01 7.556e-01 6.389e-01 5.300e-01 4.317e-01 3.478e-01 2.767e-01 2.161e-01
*** O V collision strengths 
*** T_UNIT log(K)
*** ATOM oxygen
*** SPECTRUM 5
*** N_LEVELS 5
*** SOURCE1 Berrington, Burke, Dufton & Kingston, 1985, ADNDT, 33, 195
*** NOTE1 All collision strengths
*** GSCONFIG s2
