Aij
1/s 1/s 1/s 1/s 1/s
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
9.4310000e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
2.8361000e-04 0.0000000e-00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
9.5510000e-02 1.6090000e-01 7.4920000e-02 0.0000000e+00 0.0000000e+00
2.3740000e-01 1.3337000e-01 1.7500000e-01 0.0000000e-00 0.0000000e+00 
*** ATOM sulfur
*** SPECTRUM 2
*** SOURCE3 Rynkun, P., Gaigalas, G., & Jonsson, P. 2019, Astronomy and Astrophysics, 623, A155
*** NOTE3 All A-values for levels 1-5
