   0   0  1.000e+04 2.000e+04  3.000e+04  4.000e+04
   1   2  2.730E+00 2.530E+00  2.310E+00  2.140E+00 
   1   3  1.720E+00 1.550E+00  1.370E+00  1.220E+00 
   2   3  4.090E+00 3.820E+00  3.500E+00  3.240E+00 
   1   4  1.480E+00 1.380E+00  1.260E+00  1.140E+00 
   2   4  2.640E+00 2.420E+00  2.170E+00  1.960E+00 
   3   4  5.480E+00 5.040E+00  4.550E+00  4.160E+00 
   1   5  2.140E-01 2.180E-01  2.160E-01  2.140E-01 
   2   5  2.670E-01 2.660E-01  2.610E-01  2.560E-01
   3   5  2.680E-01 2.570E-01  2.500E-01  2.430E-01 
   4   5  2.190E-01 2.030E-01  1.950E-01  1.900E-01 
   1   6  3.240E-01 3.180E-01  3.110E-01  3.040E-01 
   2   6  4.670E-01 4.620E-01  4.540E-01  4.460E-01 
   3   6  5.670E-01 5.590E-01  5.490E-01  5.420E-01 
   4   6  5.770E-01 5.480E-01  5.310E-01  5.160E-01 
   5   6  6.200E-01 5.060E-01  4.600E-01  4.360E-01 
   1   7  2.920E-01 2.730E-01  2.630E-01  2.570E-01
   2   7  5.110E-01 4.860E-01  4.710E-01  4.600E-01 
   3   7  8.250E-01 8.010E-01  7.820E-01  7.650E-01 
   4   7  1.280E+00 1.270E+00  1.250E+00  1.230E+00 
   5   7  3.930E-01 3.810E-01  3.700E-01  3.590E-01 
   6   7  1.170E+00 1.030E+00  9.700E-01  9.300E-01 
   1   8  7.410E-01 7.040E-01  6.900E-01  6.770E-01 
   2   8  9.280E-01 8.830E-01  8.650E-01  8.470E-01 
   3   8  8.940E-01 8.560E-01  8.350E-01  8.160E-01
   4   8  5.670E-01 5.520E-01  5.340E-01  5.150E-01 
   5   8  3.210E-01 2.930E-01  2.730E-01  2.570E-01 
   6   8  5.160E-01 4.760E-01  4.450E-01  4.170E-01 
   7   8  4.590E-01 4.400E-01  4.120E-01  3.850E-01 
   1   9  2.650E-01 2.590E-01  2.500E-01  2.410E-01 
   2   9  5.820E-01 5.610E-01  5.450E-01  5.290E-01 
   3   9  1.120E+00 1.070E+00  1.040E+00  1.020E+00 
   4   9  1.950E+00 1.860E+00  1.820E+00  1.780E+00
   5   9  1.670E-01 1.610E-01  1.510E-01  1.410E-01 
   6   9  4.580E-01 4.320E-01  4.040E-01  3.780E-01 
   7   9  1.000E+00 9.220E-01  8.610E-01  8.070E-01 
   8   9  7.010E+00 4.830E+00  4.010E+00  3.540E+00 
   1  10  1.010E-01 1.070E-01  1.060E-01  1.040E-01 
   2  10  1.830E-01 1.930E-01  1.920E-01  1.880E-01 
   3  10  3.030E-01 3.180E-01  3.160E-01  3.100E-01
   4  10  4.730E-01 4.960E-01  4.920E-01  4.810E-01 
   5  10  5.530E-02 5.970E-02  6.150E-02  6.210E-02 
   6  10  1.350E-01 1.460E-01  1.500E-01  1.510E-01 
   7  10  2.650E-01 2.850E-01  2.920E-01  2.950E-01 
   8  10  4.320E-01 4.830E-01  4.850E-01  4.750E-01 
   9  10  6.780E-01 7.570E-01  7.620E-01  7.470E-01 
   1  11  1.260E-01 1.320E-01  1.310E-01  1.280E-01 
   2  11  1.580E-01 1.650E-01  1.640E-01  1.600E-01 
   3  11  1.510E-01 1.590E-01  1.580E-01  1.550E-01 
   4  11  9.490E-02 1.000E-01  1.000E-01  9.910E-02
   5  11  5.870E-02 6.290E-02  6.430E-02  6.500E-02 
   6  11  9.260E-02 9.930E-02  1.020E-01  1.030E-01 
   7  11  7.670E-02 8.300E-02  8.560E-02  8.640E-02 
   8  11  3.080E-01 3.430E-01  3.460E-01  3.400E-01 
   9  11  2.470E-01 2.760E-01  2.770E-01  2.710E-01 
  10  11  3.060E-01 3.230E-01  3.190E-01  3.140E-01 
   1  12  1.990E-01 1.970E-01  1.900E-01  1.820E-01 
   2  12  3.610E-01 3.550E-01  3.430E-01  3.290E-01 
   3  12  6.000E-01 5.850E-01  5.650E-01  5.440E-01 
   4  12  9.390E-01 9.100E-01  8.800E-01  8.500E-01 
   5  12  1.010E-01 1.000E-01  9.970E-02  9.790E-02 
   6  12  2.210E-01 2.330E-01  2.390E-01  2.380E-01
   7  12  3.810E-01 4.310E-01  4.560E-01  4.630E-01 
   8  12  9.850E-01 9.860E-01  9.550E-01  9.200E-01 
   9  12  1.360E+00 1.370E+00  1.320E+00  1.260E+00 
  10  12  6.400E-01 6.370E-01  6.260E-01  6.170E-01 
  11  12  3.710E-01 3.830E-01  3.850E-01  3.820E-01 
   2  13  3.880E-01 3.760E-01  3.640E-01  3.510E-01 
   3  13  4.000E-01 3.900E-01  3.770E-01  3.630E-01 
   4  13  3.100E-01 3.080E-01  2.980E-01  2.840E-01 
   5  13  9.450E-02 1.120E-01  1.210E-01  1.240E-01 
   6  13  1.690E-01 1.920E-01  2.030E-01  2.060E-01 
   7  13  2.050E-01 2.060E-01  2.060E-01  2.030E-01 
   8  13  7.490E-01 7.580E-01  7.280E-01  6.920E-01 
   9  13  8.120E-01 8.110E-01  7.870E-01  7.590E-01
  10  13  4.830E-01 4.960E-01  4.970E-01  4.930E-01 
  11  13  1.900E-01 1.840E-01  1.770E-01  1.730E-01 
  12  13  7.390E-01 7.370E-01  7.250E-01  7.100E-01 
   1  14  6.440E-01 6.810E-01  6.950E-01  6.930E-01 
   2  14  7.870E-01 8.320E-01  8.480E-01  8.460E-01
   3  14  7.160E-01 7.530E-01  7.670E-01  7.650E-01 
   4  14  3.580E-01 3.700E-01  3.750E-01  3.740E-01 
   5  14  2.530E-01 3.080E-01  3.330E-01  3.380E-01 
   6  14  4.710E-01 5.710E-01  6.090E-01  6.120E-01 
   7  14  6.180E-01 7.440E-01  7.720E-01  7.570E-01 
   8  14  1.920E+00 2.010E+00  1.990E+00  1.930E+00 
   9  14  1.650E+00 1.730E+00  1.720E+00  1.680E+00 
  10  14  1.330E-01 1.600E-01  1.760E-01  1.840E-01 
  11  14  1.110E-01 1.270E-01  1.310E-01  1.300E-01
  12  14  5.030E-01 5.900E-01  6.110E-01  6.030E-01 
  13  14  5.960E-01 6.270E-01  6.200E-01  5.990E-01 
   1  15  1.430E-01 1.470E-01  1.490E-01  1.480E-01 
   2  15  3.930E-01 4.110E-01  4.180E-01  4.170E-01 
   3  15  8.590E-01 9.040E-01  9.210E-01  9.180E-01 
   4  15  1.610E+00 1.700E+00  1.740E+00  1.730E+00 
   5  15  2.390E-01 2.870E-01  2.950E-01  2.880E-01
   6  15  5.130E-01 6.190E-01  6.480E-01  6.400E-01 
   7  15  8.580E-01 1.040E+00  1.110E+00  1.120E+00 
   8  15  1.570E+00 1.650E+00  1.640E+00  1.600E+00 
   9  15  2.720E+00 2.840E+00  2.820E+00  2.740E+00 
  10  15  2.260E-01 2.600E-01  2.740E-01  2.770E-01 
  11  15  6.820E-02 8.330E-02  9.410E-02  1.000E-01 
  12  15  9.470E-01 1.020E+00  1.010E+00  9.830E-01
  13  15  3.710E-01 4.440E-01  4.630E-01  4.590E-01 
  14  15  6.680E+00 6.270E+00  5.830E+00  5.440E+00 
   1  16  2.690E-01 2.920E-01  2.990E-01  2.980E-01 
   2  16  3.500E-01 3.830E-01  3.940E-01  3.940E-01 
   3  16  3.670E-01 4.070E-01  4.240E-01  4.260E-01 
   4  16  2.980E-01 3.420E-01  3.670E-01  3.730E-01 
   5  16  1.110E-01 1.050E-01  1.050E-01  1.050E-01 
   6  16  2.630E-01 2.500E-01  2.470E-01  2.440E-01 
   7  16  4.960E-01 4.750E-01  4.640E-01  4.540E-01
   8  16  1.390E+00 1.260E+00  1.190E+00  1.120E+00 
   9  16  1.210E+00 1.160E+00  1.110E+00  1.050E+00 
  10  16  4.090E-01 3.980E-01  3.860E-01  3.720E-01 
  11  16  2.130E-01 2.120E-01  2.080E-01  2.030E-01 
  12  16  5.290E-01 5.140E-01  5.040E-01  4.930E-01 
  13  16  5.780E-01 5.400E-01  5.190E-01  5.030E-01 
  15  16  1.080E+00 1.200E+00  1.240E+00  1.220E+00
   1  17  1.590E-01 1.830E-01  1.960E-01  1.990E-01 
   2  17  2.920E-01 3.290E-01  3.480E-01  3.510E-01 
   3  17  4.890E-01 5.430E-01  5.660E-01  5.680E-01 
   4  17  7.720E-01 8.450E-01  8.710E-01  8.700E-01 
   5  17  2.270E-01 2.180E-01  2.120E-01  2.080E-01 
