       0       0   3.301   3.602   3.778   3.903   4.000   4.079   4.146   4.204   4.255   4.301   4.699
       1       2   4.742   4.516   4.390   4.312   4.274   4.267   4.283   4.312   4.351   4.395   4.955
       1       3   1.024   1.034   1.041   1.049   1.061   1.080   1.103   1.126   1.151   1.175   1.408
       1       4   3.126   3.125   3.099   3.069   3.045   3.029   3.020   3.019   3.024   3.034   3.436
       1       5   0.275   0.287   0.322   0.364   0.401   0.432   0.459   0.479   0.495   0.507   0.562
       2       3   1.881   1.766   1.700   1.653   1.616   1.590   1.571   1.559   1.551   1.546   1.577
       2       4   2.114   2.102   2.084   2.066   2.050   2.039   2.031   2.029   2.029   2.031   2.249
       2       5   0.269   0.274   0.292   0.315   0.335   0.353   0.366   0.376   0.386   0.394   0.452
       3       4   0.707   0.705   0.700   0.694   0.689   0.685   0.683   0.683   0.683   0.685   0.763
       3       5   0.079   0.081   0.091   0.103   0.113   0.121   0.127   0.134   0.138   0.142   0.178
       4       5   2.004   2.120   2.235   2.319   2.372   2.406   2.424   2.431   2.432   2.429   2.334
*** Rb IV collision strengths
*** ATOM rubidium
*** SPECTRUM 4
*** N_LEVELS 5
*** GSCONFIG p4
*** T_UNIT	 log(K)
*** SOURCE1	Schoning 1997 A&AS, 122, 277 
*** NOTE1 	Collision Strengths (Scaled from Kr III effective collision strengths)
