Aij
1/s 1/s 
0.0000000e+00 0.0000000e+00 
1.9500000e-12 0.0000000e+00 
*** ATOM helium
*** SPECTRUM 2
*** GSCONFIG unknown
*** SOURCE2 Goulg 1994
*** NOTE2 A value
