 5  8 1.98e-02 1.83e-02 1.48e-02 1.12e-02 6.83e-03 4.79e-03 3.44e-03 2.04e-03 1.33e-03 9.13e-04 6.69e-04 6.08e-04 6.00e-04
 5  9 4.57e-02 3.79e-02 2.95e-02 2.25e-02 1.41e-02 9.83e-03 6.83e-03 3.70e-03 2.10e-03 1.13e-03 4.73e-04 2.42e-04 1.23e-04
 6  7 2.92e-01 2.75e-01 2.69e-01 2.57e-01 2.36e-01 2.17e-01 1.88e-01 1.32e-01 9.11e-02 5.89e-02 3.09e-02 1.83e-02 1.06e-02
 6  8 1.74e-01 1.64e-01 1.61e-01 1.54e-01 1.41e-01 1.30e-01 1.13e-01 7.94e-02 5.48e-02 3.54e-02 1.86e-02 1.10e-02 6.36e-03
 6  9 4.18e-01 3.88e-01 3.78e-01 3.61e-01 3.31e-01 3.05e-01 2.64e-01 1.85e-01 1.28e-01 8.26e-02 4.33e-02 2.57e-02 1.49e-02
 7  8 5.57e-01 6.11e-01 6.61e-01 6.45e-01 5.56e-01 4.84e-01 3.97e-01 2.64e-01 1.76e-01 1.11e-01 5.73e-02 3.36e-02 1.92e-02
 7  9 7.52e-01 8.28e-01 9.31e-01 9.16e-01 7.65e-01 6.49e-01 5.24e-01 3.42e-01 2.26e-01 1.41e-01 7.23e-02 4.25e-02 2.47e-02
 8  9 1.67e-01 1.98e-01 2.58e-01 2.62e-01 1.99e-01 1.56e-01 1.19e-01 7.23e-02 4.54e-02 2.71e-02 1.32e-02 7.51e-03 4.28e-03
*** Mg VII collision strengths 
*** SOURCE1  J. Mao, N. R. Badnell, and G. Del Zanna 2020, A&A, 634, A7
*** NOTE1    Collision strengths
*** ATOM magnesium
*** SPECTRUM 7
*** N_LEVELS 9
*** GSCONFIG p2 
*** T_UNIT K
