4 5 2.158e+00 2.154e+00 2.107e+00 2.067e+00 2.043e+00 2.033e+00 2.031e+00 2.035e+00 2.043e+00 2.054e+00 2.067e+00 2.081e+00 2.097e+00 2.113e+00 2.130e+00 2.147e+00 2.180e+00 2.211e+00 2.241e+00 2.267e+00 2.291e+00 2.311e+00 2.330e+00 2.345e+00 2.359e+00 2.371e+00 2.381e+00 2.389e+00
1 6 1.568e+00 1.580e+00 1.609e+00 1.647e+00 1.686e+00 1.721e+00 1.753e+00 1.781e+00 1.809e+00 1.836e+00 1.863e+00 1.891e+00 1.920e+00 1.948e+00 1.977e+00 2.005e+00 2.058e+00 2.106e+00 2.150e+00 2.188e+00 2.220e+00 2.248e+00 2.271e+00 2.289e+00 2.304e+00 2.316e+00 2.325e+00 2.332e+00
1 7 1.762e-01 1.828e-01 2.115e-01 2.586e-01 3.134e-01 3.678e-01 4.181e-01 4.634e-01 5.038e-01 5.401e-01 5.727e-01 6.021e-01 6.288e-01 6.531e-01 6.751e-01 6.950e-01 7.292e-01 7.568e-01 7.787e-01 7.958e-01 8.086e-01 8.179e-01 8.243e-01 8.281e-01 8.298e-01 8.298e-01 8.284e-01 8.258e-01
1 8 1.099e+00 1.026e+00 9.578e-01 9.051e-01 8.624e-01 8.270e-01 7.973e-01 7.724e-01 7.514e-01 7.336e-01 7.184e-01 7.054e-01 6.942e-01 6.845e-01 6.760e-01 6.687e-01 6.566e-01 6.471e-01 6.397e-01 6.338e-01 6.290e-01 6.250e-01 6.218e-01 6.191e-01 6.169e-01 6.150e-01 6.135e-01 6.121e-01
2 6 5.250e-01 5.353e-01 5.755e-01 6.397e-01 7.133e-01 7.856e-01 8.522e-01 9.123e-01 9.663e-01 1.015e+00 1.060e+00 1.101e+00 1.139e+00 1.173e+00 1.206e+00 1.235e+00 1.287e+00 1.330e+00 1.365e+00 1.393e+00 1.415e+00 1.431e+00 1.443e+00 1.452e+00 1.457e+00 1.459e+00 1.459e+00 1.457e+00
2 7 2.963e+00 2.990e+00 3.065e+00 3.172e+00 3.286e+00 3.393e+00 3.489e+00 3.577e+00 3.658e+00 3.736e+00 3.812e+00 3.886e+00 3.959e+00 4.030e+00 4.098e+00 4.164e+00 4.287e+00 4.397e+00 4.493e+00 4.574e+00 4.643e+00 4.700e+00 4.746e+00 4.782e+00 4.810e+00 4.831e+00 4.846e+00 4.856e+00
2 8 2.198e+00 2.052e+00 1.916e+00 1.810e+00 1.725e+00 1.654e+00 1.595e+00 1.545e+00 1.503e+00 1.467e+00 1.437e+00 1.411e+00 1.388e+00 1.369e+00 1.352e+00 1.337e+00 1.313e+00 1.294e+00 1.279e+00 1.268e+00 1.258e+00 1.250e+00 1.244e+00 1.238e+00 1.234e+00 1.230e+00 1.227e+00 1.224e+00
3 6 3.590e-01 3.615e-01 3.668e-01 3.747e-01 3.836e-01 3.925e-01 4.007e-01 4.078e-01 4.138e-01 4.188e-01 4.228e-01 4.259e-01 4.284e-01 4.302e-01 4.315e-01 4.325e-01 4.333e-01 4.333e-01 4.325e-01 4.313e-01 4.297e-01 4.280e-01 4.261e-01 4.241e-01 4.221e-01 4.200e-01 4.179e-01 4.157e-01
3 7 2.050e-01 2.081e-01 2.126e-01 2.178e-01 2.233e-01 2.286e-01 2.334e-01 2.376e-01 2.413e-01 2.443e-01 2.469e-01 2.490e-01 2.508e-01 2.523e-01 2.534e-01 2.544e-01 2.558e-01 2.567e-01 2.572e-01 2.574e-01 2.574e-01 2.573e-01 2.570e-01 2.566e-01 2.561e-01 2.555e-01 2.549e-01 2.542e-01
3 8 8.130e-02 8.210e-02 8.270e-02 8.310e-02 8.340e-02 8.350e-02 8.340e-02 8.330e-02 8.310e-02 8.280e-02 8.250e-02 8.230e-02 8.200e-02 8.170e-02 8.140e-02 8.110e-02 8.060e-02 8.010e-02 7.960e-02 7.910e-02 7.870e-02 7.830e-02 7.790e-02 7.750e-02 7.710e-02 7.680e-02 7.640e-02 7.610e-02
4 6 5.580e-01 5.626e-01 5.716e-01 5.841e-01 5.982e-01 6.121e-01 6.249e-01 6.360e-01 6.455e-01 6.533e-01 6.596e-01 6.647e-01 6.687e-01 6.717e-01 6.740e-01 6.757e-01 6.775e-01 6.778e-01 6.770e-01 6.756e-01 6.736e-01 6.713e-01 6.688e-01 6.660e-01 6.631e-01 6.602e-01 6.572e-01 6.542e-01
4 7 5.701e-01 5.767e-01 5.872e-01 6.008e-01 6.156e-01 6.300e-01 6.432e-01 6.548e-01 6.647e-01 6.729e-01 6.797e-01 6.852e-01 6.896e-01 6.932e-01 6.959e-01 6.981e-01 7.009e-01 7.021e-01 7.023e-01 7.018e-01 7.007e-01 6.992e-01 6.974e-01 6.953e-01 6.931e-01 6.907e-01 6.883e-01 6.857e-01
4 8 1.625e-01 1.642e-01 1.654e-01 1.663e-01 1.668e-01 1.669e-01 1.668e-01 1.665e-01 1.661e-01 1.656e-01 1.651e-01 1.645e-01 1.640e-01 1.634e-01 1.628e-01 1.623e-01 1.612e-01 1.601e-01 1.591e-01 1.582e-01 1.573e-01 1.565e-01 1.557e-01 1.549e-01 1.542e-01 1.535e-01 1.528e-01 1.522e-01
5 6 4.367e-01 4.430e-01 4.522e-01 4.631e-01 4.747e-01 4.860e-01 4.962e-01 5.052e-01 5.129e-01 5.194e-01 5.248e-01 5.293e-01 5.329e-01 5.359e-01 5.384e-01 5.404e-01 5.432e-01 5.449e-01 5.457e-01 5.460e-01 5.458e-01 5.453e-01 5.445e-01 5.435e-01 5.423e-01 5.410e-01 5.395e-01 5.380e-01
5 7 1.255e+00 1.266e+00 1.286e+00 1.314e+00 1.346e+00 1.377e+00 1.406e+00 1.431e+00 1.452e+00 1.470e+00 1.484e+00 1.495e+00 1.505e+00 1.511e+00 1.516e+00 1.520e+00 1.524e+00 1.525e+00 1.523e+00 1.520e+00 1.516e+00 1.510e+00 1.505e+00 1.498e+00 1.492e+00 1.485e+00 1.479e+00 1.472e+00
5 8 2.438e-01 2.463e-01 2.481e-01 2.494e-01 2.501e-01 2.504e-01 2.502e-01 2.498e-01 2.492e-01 2.484e-01 2.476e-01 2.468e-01 2.459e-01 2.451e-01 2.442e-01 2.434e-01 2.417e-01 2.402e-01 2.387e-01 2.373e-01 2.360e-01 2.348e-01 2.336e-01 2.324e-01 2.313e-01 2.303e-01 2.292e-01 2.282e-01
6 7 3.406e+00 3.200e+00 3.023e+00 2.998e+00 3.086e+00 3.231e+00 3.391e+00 3.545e+00 3.681e+00 3.794e+00 3.886e+00 3.958e+00 4.011e+00 4.050e+00 4.075e+00 4.089e+00 4.093e+00 4.073e+00 4.037e+00 3.990e+00 3.938e+00 3.881e+00 3.822e+00 3.763e+00 3.704e+00 3.646e+00 3.589e+00 3.533e+00
6 8 6.802e-01 6.868e-01 7.123e-01 7.396e-01 7.615e-01 7.761e-01 7.840e-01 7.864e-01 7.848e-01 7.803e-01 7.738e-01 7.660e-01 7.574e-01 7.484e-01 7.391e-01 7.299e-01 7.118e-01 6.947e-01 6.789e-01 6.643e-01 6.509e-01 6.386e-01 6.273e-01 6.169e-01 6.073e-01 5.985e-01 5.902e-01 5.826e-01
7 8 1.020e+00 1.030e+00 1.068e+00 1.110e+00 1.142e+00 1.164e+00 1.176e+00 1.180e+00 1.177e+00 1.171e+00 1.161e+00 1.149e+00 1.136e+00 1.123e+00 1.109e+00 1.095e+00 1.068e+00 1.042e+00 1.018e+00 9.964e-01 9.763e-01 9.578e-01 9.409e-01 9.253e-01 9.110e-01 8.977e-01 8.854e-01 8.739e-01
*** O IV collision strengths data
*** T_UNIT K/10000
*** ATOM oxygen
*** SPECTRUM 4
*** N_LEVELS 8
*** SOURCE1 Blum & Pradhan 1992, ApJS, 80, 425
*** NOTE1 All collision strengths
*** GSCONFIG p1
