0 0 1.000e-01 2.000e-01 3.000e-01 4.000e-01 5.000e-01 6.000e-01 7.000e-01 8.000e-01 9.000e-01 1.000e+00 1.100e+00 1.200e+00 1.300e+00 1.400e+00 1.500e+00 1.600e+00 1.800e+00 2.000e+00 2.200e+00 2.400e+00 2.600e+00 2.800e+00 3.000e+00 3.200e+00 3.400e+00 3.600e+00 3.800e+00 4.000e+00
1 2 1.641e+00 1.758e+00 1.818e+00 1.910e+00 2.021e+00 2.131e+00 2.227e+00 2.307e+00 2.371e+00 2.420e+00 2.458e+00 2.486e+00 2.508e+00 2.525e+00 2.538e+00 2.548e+00 2.565e+00 2.579e+00 2.595e+00 2.613e+00 2.636e+00 2.665e+00 2.702e+00 2.748e+00 2.804e+00 2.871e+00 2.948e+00 3.036e+00
1 3 1.238e-01 1.208e-01 1.193e-01 1.195e-01 1.211e-01 1.234e-01 1.259e-01 1.284e-01 1.309e-01 1.332e-01 1.354e-01 1.375e-01 1.394e-01 1.411e-01 1.427e-01 1.442e-01 1.468e-01 1.489e-01 1.507e-01 1.521e-01 1.532e-01 1.540e-01 1.546e-01 1.550e-01 1.552e-01 1.553e-01 1.553e-01 1.551e-01
1 4 1.837e-01 1.791e-01 1.768e-01 1.774e-01 1.800e-01 1.838e-01 1.881e-01 1.924e-01 1.967e-01 2.007e-01 2.046e-01 2.082e-01 2.115e-01 2.146e-01 2.175e-01 2.202e-01 2.249e-01 2.288e-01 2.320e-01 2.347e-01 2.368e-01 2.380e-01 2.396e-01 2.405e-01 2.410e-01 2.414e-01 2.414e-01 2.413e-01
1 5 1.158e-01 1.124e-01 1.110e-01 1.119e-01 1.146e-01 1.185e-01 1.229e-01 1.275e-01 1.322e-01 1.367e-01 1.411e-01 1.453e-01 1.492e-01 1.530e-01 1.565e-01 1.597e-01 1.656e-01 1.706e-01 1.748e-01 1.783e-01 1.812e-01 1.836e-01 1.854e-01 1.869e-01 1.880e-01 1.888e-01 1.893e-01 1.896e-01
2 3 8.790e-02 8.540e-02 8.430e-02 8.490e-02 8.680e-02 8.950e-02 9.260e-02 9.580e-02 9.900e-02 1.021e-01 1.051e-01 1.080e-01 1.107e-01 1.132e-01 1.156e-01 1.179e-01 1.218e-01 1.252e-01 1.281e-01 1.305e-01 1.324e-01 1.340e-01 1.352e-01 1.362e-01 1.369e-01 1.374e-01 1.378e-01 1.379e-01
2 4 2.396e-01 2.332e-01 2.302e-01 2.314e-01 2.357e-01 2.419e-01 2.488e-01 2.560e-01 2.631e-01 2.700e-01 2.765e-01 2.827e-01 2.886e-01 2.941e-01 2.992e-01 3.039e-01 3.124e-01 3.195e-01 3.255e-01 3.304e-01 3.344e-01 3.376e-01 3.400e-01 3.419e-01 3.433e-01 3.441e-01 3.446e-01 3.448e-01
2 5 5.192e-01 5.061e-01 4.996e-01 5.012e-01 5.090e-01 5.200e-01 5.324e-01 5.451e-01 5.574e-01 5.693e-01 5.805e-01 5.911e-01 6.009e-01 6.101e-01 6.186e-01 6.264e-01 6.403e-01 6.519e-01 6.615e-01 6.693e-01 6.755e-01 6.803e-01 6.840e-01 6.866e-01 6.884e-01 6.894e-01 6.898e-01 6.895e-01
3 4 1.018e+00 1.040e+00 1.042e+00 1.042e+00 1.045e+00 1.051e+00 1.059e+00 1.068e+00 1.078e+00 1.088e+00 1.097e+00 1.107e+00 1.116e+00 1.125e+00 1.133e+00 1.142e+00 1.157e+00 1.171e+00 1.183e+00 1.194e+00 1.203e+00 1.211e+00 1.217e+00 1.223e+00 1.227e+00 1.231e+00 1.234e+00 1.236e+00
3 5 8.275e-01 8.050e-01 7.669e-01 7.359e-01 7.147e-01 7.011e-01 6.928e-01 6.883e-01 6.865e-01 6.869e-01 6.889e-01 6.923e-01 6.967e-01 7.019e-01 7.076e-01 7.138e-01 7.267e-01 7.397e-01 7.522e-01 7.639e-01 7.746e-01 7.843e-01 7.929e-01 8.006e-01 8.074e-01 8.134e-01 8.186e-01 8.231e-01
