Aij
1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.002790000619 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.84e-09 0.001800000105 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 1.1e-09 0.0006970000063 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 1.86e-10 0.000141 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.4e-06 0.4160996 5.596e-05 0.0388246 2.78e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.02e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.007e-05 5.18e-06 0.0 0.0 0.0 0.0 0.00026500000155 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.005720208 0.00101473 2.26e-06 0.0 0.0 2.28e-10 6.09e-14 0.000123000000343 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 7.43e-05 0.543127 0.0001653 0.0927 0.04670000209 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.00045 0.703 0.0 1.19e-08 0.0 0.0 0.0 0.00838 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.450131 0.0836468 6.61e-06 0.0 0.0 3.37e-07 3.67e-08 0.00066400954 0.00156000154 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0416469 0.2460115 0.0850377 1.16e-05 0.0 2.629e-06 0.0 3.61e-08 0.000776015 7.9e-09 0.0 0.00030300000018 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.5e-06 0.0266145 0.097600031 0.0474192 1.2e-05 1.65242e-05 0.0 0.0 5.68e-08 2.8968e-07 6.12e-10 1.98e-12 0.000142000000011 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.000388 3.85e-05 0.0 0.0 0.0 0.0 0.033805 0.0244122 0.000206221 0.0 0.0 0.01720136 2.58e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0095026 0.0024681 3.57e-05 0.0 0.0 1.18e-07 2.26e-05 0.0001895 0.0222178 0.0 0.0 0.02740021 1.601e-06 3.72e-07 0.0013700000181 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.00060589 0.0039884 0.0015933 1.89e-05 0.0 9.021e-07 0.0 2.49e-05 0.037417 1.24e-08 0.0 0.00095111 0.028700706 0.01810164 1.67e-11 0.000201000000451 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.48e-07 0.0 0.0 0.0 0.0 0.0 0.08540306 0.056500742 1.4e-06 0.0 0.0 3.33e-06 0.0 0.0 0.000148769 7.92e-09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.000282 0.0272264 0.103344 0.08840185 6.48e-05 0.055508 0.0 0.0 0.000328 6.72e-05 8.92e-05 0.00169 0.00404 0.00278 0.0 0.000386 0.000108352 0.0 0.0 0.0 2.9e-09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 7.07e-05 0.0014327 0.135252 0.119 0.015929 0.0 0.0 0.0 0.063587 0.0175 0.0 0.00229 0.00648 0.0 0.0 0.0004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.216934 0.061066 0.043900864 3.37e-05 0.0 0.049236 0.0 0.000219 0.0001524 0.000131 0.0 0.01026 0.00579 0.001303 0.000736 0.000127711 2.75e-05 0.0 0.0 5.17000000384e-05 5.79e-15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.00113242 0.00020702 2.28e-07 0.0 0.0 1.27e-06 2.42e-05 0.1820119 0.07510942 0.0 0.0 0.202000077 0.10300107 9.59e-08 0.0005900644 9.453e-05 0.000352644 0.0 7.41e-10 1.3e-15 0.0 1.360000463e-13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 5.31e-05 2.16e-05 0.0 0.000384 0.0 0.0 0.0 1.19 0.0 0.0 0.0 3.15e-05 0.0 0.0 0.0 0.0 0.0 2.38e-06 2.01e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
