Aij
1/s 1/s 1/s 1/s 1/s 
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
8.0300001e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
1.2400000e-06 2.7200000e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 
3.5000001e-05 1.6100000e-01 4.7000000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 
0.0000000e+00 5.8899999e+00 5.6899998e-02 5.1799998e+00 0.0000000e+00 0.0000000e+00 
0.0000000e+00 3.6900000e-04 9.4800000e-04 8.3700000e+00 0.0000000e+00 0.0000000e+00 
*** ATOM argon
*** SPECTRUM 5
*** GSCONFIG p2
*** SOURCE3 LaJohn & Luke, 1993, Phys. Scr., 47, 542
*** NOTE3 A-values from level 6
*** SOURCE4 Mendoza & Zeippen, 1982, MNRAS, 199, 1025
*** NOTE4 A-values for 3-1, 4-1 & 5-3
*** SOURCE5 Kaufman & Sugar, 1986, JPCRD, 15,343
*** NOTE5 All other A-values
