0 0 1.000e-01 5.000e-01 1.000e+00 1.500e+00 2.000e+00 2.500e+00
1 2 8.640e-01 8.850e-01 8.830e-01 8.840e-01 8.850e-01 8.880e-01
1 3 5.900e-01 5.870e-01 5.850e-01 5.850e-01 5.850e-01 5.880e-01
1 4 2.990e-01 3.070e-01 3.130e-01 3.180e-01 3.220e-01 3.270e-01
1 5 1.480e-01 1.510e-01 1.520e-01 1.540e-01 1.560e-01 1.580e-01
1 6 1.171e+00 1.202e+00 1.279e+00 1.358e+00 1.435e+00 1.389e+00
1 7 7.660e-01 7.900e-01 8.440e-01 8.980e-01 9.490e-01 8.530e-01
1 8 3.720e-01 3.950e-01 4.220e-01 4.490e-01 4.750e-01 5.040e-01
2 3 1.618e+00 1.518e+00 1.426e+00 1.365e+00 1.324e+00 1.320e+00
2 4 9.120e-01 9.280e-01 9.460e-01 9.710e-01 1.000e+00 1.030e+00
2 5 3.830e-01 3.920e-01 4.020e-01 4.140e-01 4.280e-01 4.410e-01
2 6 4.260e-01 4.260e-01 4.260e-01 4.260e-01 4.260e-01 4.260e-01
2 7 1.448e-01 1.448e-01 1.448e-01 1.448e-01 1.448e-01 1.448e-01
2 8 3.000e-02 3.000e-02 3.000e-02 3.000e-02 3.000e-02 3.000e-02
3 4 5.710e-01 5.890e-01 6.050e-01 6.240e-01 6.440e-01 6.640e-01
3 5 3.760e-01 3.860e-01 3.970e-01 4.090e-01 4.230e-01 4.370e-01
3 6 8.000e-02 8.000e-02 8.000e-02 8.000e-02 8.000e-02 8.000e-02
3 7 1.880e-01 1.880e-01 1.880e-01 1.880e-01 1.880e-01 1.880e-01
3 8 1.340e-01 1.340e-01 1.340e-01 1.340e-01 1.340e-01 1.340e-01
4 5 2.770e-01 2.840e-01 2.910e-01 3.000e-01 3.100e-01 3.210e-01
4 6 6.600e-02 6.600e-02 6.600e-02 6.600e-02 6.600e-02 6.600e-02
4 7 9.820e-02 9.820e-02 9.820e-02 9.820e-02 9.820e-02 9.820e-02
4 8 6.600e-02 6.600e-02 6.600e-02 6.600e-02 6.600e-02 6.600e-02
5 6 2.775e-01 2.775e-01 2.775e-01 2.775e-01 2.775e-01 2.775e-01
5 7 1.320e-01 1.320e-01 1.320e-01 1.320e-01 1.320e-01 1.320e-01
5 8 5.000e-02 5.000e-02 5.000e-02 5.000e-02 5.000e-02 5.000e-02
6 7 8.169e-01 8.169e-01 8.169e-01 8.169e-01 8.169e-01 8.169e-01
6 8 3.275e-01 3.275e-01 3.275e-01 3.275e-01 3.275e-01 3.275e-01
7 8 3.585e-01 3.585e-01 3.585e-01 3.585e-01 3.585e-01 3.585e-01
*** O II collision strengths 
*** T_UNIT K/10000
*** ATOM oxygen
*** SPECTRUM 2
*** N_LEVELS 8
*** GSCONFIG p3
*** SOURCE1 Pradhan et al 2006, MNRAS 366, L6
*** NOTE1 CS up to level 5
*** SOURCE2 Tayal 2007, ApJS, 171, 331
*** NOTE2 CS for levels from 6, interpolated to adapt to the Pal06 Tem grid
