Aij
1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 
0.4300842 0.0823396 1.37e-05 0.0 0.0 2.94e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0424323 0.23200617 0.0813378 1.87e-05 0.0 1.531e-06 0.0 0.0 0.0 5.53e-09 0.0 0.00033900000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.42e-06 0.02560896 0.090400306 0.0441271 1.96e-05 8.1473e-06 0.0 0.0 0.0 1.222e-07 3.84e-10 0.0 0.000138000000031 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.000386 2.56e-05 0.0 0.0 0.0 0.0 0.0412 0.0289114 0.00417121 0.0 0.0 0.00794114 2.63e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0029249 0.0010081 2.44e-05 0.0 0.0 3.64e-08 1.98e-05 0.0002632 0.0458135 0.0 0.0 0.00808113 1.14359e-06 3.77e-07 0.0014500000183 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.00017611 0.001263 0.0005773 1.36e-05 0.0 4.0134e-07 0.0 2.2e-05 0.036914 3.92e-09 0.0 0.003240452 0.016000701 0.01000165 0.0 0.000271000000727 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.39e-07 0.0 0.0 0.0 0.0 0.0 0.06730204 0.044100638 2.27e-07 0.0 0.0 2.78e-06 0.0 0.0 0.000153627 2.99e-09 0.0 0.0 0.0 0.0 0.0 0.0 6.67e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.000263 0.025925 0.09523 0.083000211 8.29e-05 0.040302 0.0 0.0 1.43e-05 2.948e-05 9.56e-05 0.00152 0.00417 0.00354 0.0 0.000352 9.81e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 6.48e-05 0.0011542 0.124272 0.11 0.01203 0.0 0.0 0.0 0.042792 0.0117 0.0 0.00187 0.00776 0.0 0.0 0.000362 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.196829 0.055977 0.041200721 4.84e-05 0.0 0.034938 0.0 0.000227 0.000598 0.00014 0.0 0.01219 0.007358 0.0015808 0.000646 0.00010586 0.00011064 0.0 0.0 5.01000000295e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.00061337 0.000121548 2.78e-07 0.0 0.0 2.34e-06 1.39e-05 0.24500956 0.2150118 0.0 0.0 0.126000527 0.098700587 1.03e-07 2.1605e-05 8.56e-07 0.000181877 0.0 0.0 0.0 0.0 3.53000382e-12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 4.52e-05 0.000476 0.0 0.00024 0.0 0.0 0.0 1.38 0.0 0.0 0.0 6.82e-06 0.0 0.0 0.0 0.0 0.0 1.95e-06 1.99e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
4.8e-06 0.000133137 0.00145328 0.00085968 1.47e-07 0.0791217 0.0 0.0 0.000141 0.0283284 4.5e-05 2.72e-06 0.225312 0.12300448 0.0 0.00011 0.0011971 0.0 0.0 0.00847169 0.046500304 0.04510127 8.47e-05 1.74e-08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.00024176 0.00071732 0.0002636 1.86e-06 0.0 0.00022965 0.0 0.00496 0.00278 0.000152 0.0 0.00371 0.002427 0.00258 0.000325 0.10811 0.053477 0.0 0.0 0.031583 1.15e-05 0.0536181 0.006660283 0.0 0.0008066 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0284 0.422 0.0 1.36 0.0 0.0 0.0 0.0117 0.0 0.0 0.0 0.0872 0.0 0.0 0.0 0.0 0.0 0.352 0.0703 0.0 0.0 0.0 0.00155 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.00306 0.3278 0.0093991 0.0432 1.0106 0.0 0.0 0.0 0.301161 6.96e-06 0.0 0.0607 0.035 0.0 0.0 0.000461 0.0 0.0 0.02779 0.2489 0.189 0.0 0.0629 0.051697 0.0 1.89e-05 0.00142 0.0 0.0 0.0 0.0 0.0 0.0 
0.000105 0.011772 0.026788 0.012864 0.000391 0.004154 0.0 0.0 2.05 0.09245 0.0546 0.0251 0.2387 0.549122 0.0 0.0597 0.7854 0.0 0.0 0.161316 0.08201 0.01667 0.00156 3.96e-05 0.0103279 0.0 0.1140038 3.53e-08 1.050294e-05 0.0 0.0 0.0 0.0 0.0 
0.11229 0.02347 0.000986 0.0 0.0 0.186 1.97 0.064189 0.03780618 0.0 0.0 0.74175 0.2032 0.00644 0.882 0.1446 0.0068 0.0 0.000219 0.000877 0.0 0.09746 0.004202 0.0 0.000187 0.0 0.0668189 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.01039 0.06322 0.0241109 0.000842 0.0 0.0556177 0.0 1.95 0.07105 0.108 0.0 0.2066 0.52139 0.2194 0.03 0.66657 0.22 0.0 0.0 0.0037479 0.00116 0.119885 0.00416 0.0 0.032748 0.0 0.00715129 0.0 8.37e-09 3.4000000335e-05 0.0 0.0 0.0 0.0 
6.68e-05 0.20843 0.000543 0.02096 0.00446 0.4570891 0.0 0.0 0.021 0.49709 0.234 0.0779 0.02002 0.0112213 0.0 0.00173 0.001873 0.0 0.0 0.1898 0.064 0.3209 0.000495 0.000214 0.12765 0.0 0.0003610398 1.88e-08 0.00782000357 0.0 0.0 5.1600177e-07 0.0 0.0 
0.0001266 3.58e-05 1.32e-05 0.0 0.0 0.00166 9.78e-05 0.07590279 0.11101 0.0 0.0 0.045733 0.034474 0.000781 0.16385 0.013141 0.153987 0.0 2.05 0.000853 0.0 0.001922 0.2440286 0.0 0.0232 0.0 0.05887 0.0 0.0 3.13e-07 0.03150168 0.0184231 2.38e-06 0.0 
*** Fe III transition probabilities
*** ATOM iron
*** SPECTRUM 3
*** N_LEVELS 34
*** GSCONFIG d6
*** SOURCE Nahar & Pradhan 1996
*** NOTE A-values
