*** AlII collision strength data
0 0 5.000e-01 7.500e-01 1.000e+00 1.500e+00 2.000e+00 2.500e+00 3.000e+00 3.500e+00 4.000e+00 4.500e+00 5.000e+00 5.500e+00 6.000e+00 7.000e+00 8.000e+00
1 2 3.362e-01 3.788e-01 3.960e-01 4.013e-01 3.933e-01 3.812e-01 3.680e-01 3.546e-01 3.416e-01 3.292e-01 3.176e-01 3.066e-01 2.962e-01 2.776e-01 2.611e-01
1 3 1.009e+00 1.136e+00 1.188e+00 1.204e+00 1.180e+00 1.144e+00 1.104e+00 1.064e+00 1.025e+00 9.877e-01 9.527e-01 9.197e-01 8.887e-01 8.327e-01 7.833e-01
1 4 1.681e+00 1.894e+00 1.980e+00 2.007e+00 1.967e+00 1.906e+00 1.840e+00 1.773e+00 1.708e+00 1.646e+00 1.588e+00 1.533e+00 1.481e+00 1.388e+00 1.306e+00
1 5 2.045e+00 2.701e+00 3.251e+00 4.096e+00 4.717e+00 5.212e+00 5.635e+00 6.017e+00 6.373e+00 6.713e+00 7.042e+00 7.362e+00 7.675e+00 8.286e+00 8.877e+00
2 5 5.071e-01 5.254e-01 5.436e-01 5.652e-01 5.689e-01 5.617e-01 5.488e-01 5.332e-01 5.168e-01 5.002e-01 4.841e-01 4.686e-01 4.538e-01 4.264e-01 4.021e-01
3 5 1.521e+00 1.576e+00 1.631e+00 1.696e+00 1.707e+00 1.685e+00 1.646e+00 1.600e+00 1.550e+00 1.501e+00 1.452e+00 1.406e+00 1.361e+00 1.279e+00 1.206e+00
4 5 2.536e+00 2.627e+00 2.718e+00 2.826e+00 2.844e+00 2.808e+00 2.744e+00 2.666e+00 2.584e+00 2.501e+00 2.421e+00 2.343e+00 2.269e+00 2.132e+00 2.011e+00
2 3 1.620e+00 0.000e+00 1.670e+00 1.690e+00 1.710e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
2 4 1.970e+00 0.000e+00 2.000e+00 2.090e+00 2.190e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
3 4 6.410e+00 0.000e+00 6.540e+00 6.790e+00 7.020e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
*** T_UNIT K/10000
*** ATOM aluminium
*** SPECTRUM 2
*** SOURCE1 Tayal, Burke & Kingston, 1985, J Phys B, 18, 4321
*** NOTE1 Collision strengths for 5-1
*** SOURCE2 Keenan et al, 1992, ApJ, 385, 375
*** NOTE2 Collision strengths for 3-2, 4-2, 4-3
*** SOURCE3 Tayal, Burke & Kingston, 1984, J Phys B, 17, 3847
*** NOTE3 All other coll. strengths
*** GSCONFIG s2
