0 0 3.000e+00 3.200e+00 3.400e+00 3.600e+00 3.800e+00 4.000e+00 4.200e+00 4.400e+00 4.600e+00 4.800e+00 5.000e+00
1 2 3.336e-01 3.333e-01 3.394e-01 3.581e-01 3.837e-01 4.076e-01 4.293e-01 4.566e-01 4.910e-01 5.238e-01 5.499e-01
1 3 2.142e-01 2.194e-01 2.256e-01 2.351e-01 2.499e-01 2.720e-01 3.012e-01 3.316e-01 3.524e-01 3.572e-01 3.494e-01
1 4 2.760e-01 2.774e-01 2.796e-01 2.830e-01 2.876e-01 2.934e-01 3.000e-01 3.074e-01 3.160e-01 3.248e-01 3.296e-01
1 5 3.130e-02 3.130e-02 3.150e-02 3.170e-02 3.200e-02 3.260e-02 3.330e-02 3.440e-02 3.600e-02 3.770e-02 3.920e-02
2 3 8.978e-01 9.092e-01 9.307e-01 9.753e-01 1.041e+00 1.120e+00 1.213e+00 1.316e+00 1.405e+00 1.458e+00 1.473e+00
2 4 8.280e-01 8.321e-01 8.388e-01 8.490e-01 8.628e-01 8.803e-01 9.000e-01 9.221e-01 9.481e-01 9.745e-01 9.889e-01
2 5 9.380e-02 9.400e-02 9.440e-02 9.510e-02 9.610e-02 9.770e-02 1.000e-01 1.033e-01 1.080e-01 1.132e-01 1.175e-01
3 4 1.380e+00 1.387e+00 1.398e+00 1.415e+00 1.438e+00 1.467e+00 1.500e+00 1.537e+00 1.580e+00 1.624e+00 1.648e+00
3 5 1.563e-01 1.567e-01 1.574e-01 1.585e-01 1.602e-01 1.628e-01 1.666e-01 1.722e-01 1.800e-01 1.887e-01 1.958e-01
4 5 1.164e+00 1.126e+00 1.071e+00 9.998e-01 9.176e-01 8.338e-01 7.605e-01 7.097e-01 6.825e-01 6.686e-01 6.571e-01
1 6 1.330e-01 1.329e-01 1.327e-01 1.324e-01 1.320e-01 1.323e-01 1.339e-01 1.361e-01 1.367e-01 1.341e-01 1.283e-01
2 6 3.990e-01 3.986e-01 3.980e-01 3.971e-01 3.961e-01 3.968e-01 4.017e-01 4.083e-01 4.100e-01 4.024e-01 3.848e-01
3 6 6.651e-01 6.643e-01 6.633e-01 6.618e-01 6.602e-01 6.613e-01 6.694e-01 6.804e-01 6.833e-01 6.706e-01 6.414e-01
4 6 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
5 6 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
*** N II collision strengths 
*** T_UNIT log(K)
*** ATOM nitrogen
*** SPECTRUM 2
*** SOURCE1 Lennon & Burke, 1994, A&A Supp., 103, 273
*** NOTE1 All collision strengths
*** GSCONFIG p2
