Aij
1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 
0.0 3.70e-03 3.04e-01 1.29e-02 4.07e-02 1.02e+00 0.0 0.0 0.0 3.11e-01 2.01e-03 0.0 1.89e-02 1.49e-02 0.0 0.0 2.70e-04 0.0 0.0 2.60e-02 2.56e-01 1.85e-01 0.0 7.17e-02 4.10e-02 1.09e-03 2.33e-05 1.42e-03 0.0 0.0 0.0 0.0 0.0 0.0 
1.48e-04 6.05e-03 2.05e-02 1.12e-02 2.77e-04 5.30e-03 0.0 0.0 1.98e+00 3.45e-02 3.56e-02 1.84e-01 2.19e-01 4.23e-01 0.0 5.47e-02 7.47e-01 0.0 0.0 1.98e-01 1.02e-01 1.48e-02 1.72e-03 3.23e-05 2.79e-02 2.39e-07 1.28e-01 1.06e-06 3.62e-08 0.0 0.0 0.0 0.0 0.0 
1.02e-01 1.76e-02 4.70e-04 0.0 0.0 9.91e-02 2.06e+00 7.12e-02 4.36e-02 0.0 0.0 6.42e-01 2.34e-01 5.03e-03 8.60e-01 1.31e-01 2.44e-02 0.0 1.39e-04 3.99e-04 0.0 1.13e-01 1.02e-04 0.0 1.33e-04 1.72e-08 7.46e-02 0.0 0.0 4.87e-15 0.0 0.0 0.0 0.0 
4.01e-03 4.74e-02 1.97e-02 3.64e-04 0.0 2.62e-02 0.0 2.05e+00 1.71e-01 5.56e-02 0.0 1.53e-01 4.25e-01 2.17e-01 2.47e-02 6.41e-01 1.98e-01 0.0 0.0 1.36e-03 3.18e-04 1.55e-01 3.85e-03 0.0 5.60e-02 2.30e-08 7.88e-03 0.0 4.94e-08 3.43e-05 1.09e-07 0.0 0.0 0.0 
7.30e-04 2.12e-01 2.86e-04 1.91e-02 4.42e-03 4.41e-01 0.0 0.0 3.94e-03 5.21e-01 2.21e-01 4.46e-02 1.23e-02 1.97e-03 0.0 7.05e-04 1.86e-04 5.71e-08 0.0 1.99e-01 6.10e-02 3.27e-01 3.74e-04 2.27e-04 1.00e-01 2.58e-03 7.59e-06 1.62e-08 7.90e-03 2.40e-09 6.30e-12 2.21e-11 0.0 0.0 
3.83e-04 6.41e-05 7.76e-06 0.0 0.0 1.32e-03 1.44e-03 3.48e-02 3.74e-02 0.0 0.0 4.89e-02 1.83e-03 6.71e-04 2.05e-01 1.88e-02 1.94e-01 0.0 2.15e+00 6.09e-04 0.0 2.31e-03 3.14e-01 0.0 1.65e-02 1.53e-09 5.14e-02 0.0 0.0 1.80e-07 3.48e-02 2.04e-02 2.60e-06 0.0 
*** Fe III transition probabilities
*** ATOM iron
*** SPECTRUM 3
*** N_LEVELS 34
*** GSCONFIG d6
*** SOURCE Deb & Hibbert, 2009, JPhB, 42, 065003
*** NOTE A-values revised by C. Mendoza et al, 2023, Atoms
*** VACUUM 1
