Aij
1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.89e-03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.96e-09 1.80e-03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 1.10e-09 6.86e-04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 1.82e-10 1.39e-04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
8.54e-06 5.78e-01 8.53e-05 5.21e-02 2.64e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
5.13e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.67e-05 2.67e-06 0.0 0.0 0.0 0.0 4.07e-04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
4.17e-02 7.74e-03 3.33e-06 0.0 0.0 1.01e-09 4.37e-13 1.77e-04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 8.08e-05 7.76e-01 1.90e-04 1.32e-01 4.79e-02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 4.69e-04 9.86e-01 0.0 1.19e-08 0.0 0.0 0.0 7.57e-03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
5.68e-01 1.09e-01 1.01e-05 0.0 0.0 2.96e-07 2.42e-08 3.68e-03 6.97e-03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.10e-02 3.21e-01 1.11e-01 2.25e-05 0.0 2.33e-06 0.0 1.48e-08 3.81e-03 6.08e-09 0.0 3.22e-04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.66e-06 3.60e-02 1.27e-01 6.13e-02 2.35e-05 1.65e-05 0.0 0.0 2.58e-08 2.71e-07 4.18e-10 4.91e-12 1.36e-04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.49e-04 3.54e-05 0.0 0.0 0.0 0.0 4.19e-02 2.94e-02 2.11e-04 0.0 0.0 1.82e-02 2.95e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.28e-02 3.59e-03 3.27e-05 0.0 0.0 2.00e-07 2.06e-05 2.89e-04 1.46e-02 0.0 0.0 3.43e-02 3.49e-04 4.49e-07 1.44e-03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.35e-03 7.35e-03 2.91e-03 1.66e-05 0.0 1.05e-06 0.0 2.24e-05 4.26e-02 5.35e-08 0.0 2.10e-04 3.87e-02 2.47e-02 2.88e-11 2.72e-04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.59e-04 4.90e-04 2.14e-04 4.72e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.17e-07 0.0 0.0 0.0 0.0 0.0 1.03e-01 6.76e-02 3.56e-07 0.0 0.0 1.38e-06 0.0 0.0 2.27e-04 9.84e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.82e-04 2.99e-02 1.27e-01 1.06e-01 1.27e-04 6.36e-02 0.0 0.0 7.08e-04 3.60e-05 1.45e-04 1.38e-03 4.56e-03 6.57e-03 0.0 3.29e-04 1.04e-04 1.14e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 9.39e-05 2.09e-03 1.63e-01 1.42e-01 1.90e-02 0.0 0.0 0.0 6.59e-02 1.80e-02 0.0 2.31e-03 1.24e-02 0.0 0.0 3.30e-04 0.0 0.0 3.54e-08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.52e-01 7.80e-02 5.37e-02 7.48e-05 0.0 5.45e-02 0.0 2.44e-04 1.85e-03 2.14e-04 0.0 1.83e-02 1.18e-02 2.47e-03 6.46e-04 1.57e-04 1.83e-05 7.20e-07 0.0 5.04e-05 2.21e-15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.22e-03 4.47e-04 3.11e-07 0.0 0.0 3.44e-06 1.03e-05 2.52e-01 5.42e-02 0.0 0.0 3.15e-01 1.30e-01 2.68e-07 4.24e-04 3.64e-04 4.43e-04 0.0 6.92e-11 1.17e-14 0.0 2.99e-12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 6.47e-05 1.35e-04 0.0 2.46e-04 0.0 0.0 0.0 1.61e+00 0.0 0.0 0.0 5.42e-06 0.0 0.0 0.0 0.0 0.0 2.02e-06 3.35e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.47e-06 3.63e-06 2.81e-03 2.00e-03 2.12e-07 1.38e-01 0.0 0.0 1.42e-04 4.80e-02 4.17e-05 5.52e-05 2.61e-01 1.48e-01 0.0 1.17e-04 3.02e-03 0.0 0.0 8.41e-03 4.73e-02 4.63e-02 9.13e-05 1.93e-08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.84e+01 2.80e+01 1.91e+01 1.11e+01 3.66e+00 9.63e-04 7.04e-21 1.88e-21 6.59e-06 3.09e-04 2.33e-05 4.96e-05 1.48e-05 2.08e-06 3.61e-23 1.89e-07 4.11e-08 5.98e-05 1.71e-25 9.91e-07 7.42e-07 1.87e-06 1.32e-11 1.23e-10 4.49e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.36e-04 2.40e-04 7.71e-05 5.19e-07 0.0 6.10e-04 0.0 6.00e-03 5.37e-03 5.96e-05 0.0 1.48e-03 5.01e-03 7.64e-03 3.58e-04 1.33e-01 6.27e-02 0.0 0.0 4.20e-02 9.19e-06 7.13e-02 9.97e-03 0.0 7.90e-04 8.22e-11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 3.63e-02 3.77e-01 0.0 1.40e+00 0.0 0.0 0.0 2.65e-03 0.0 0.0 0.0 2.96e-02 0.0 0.0 0.0 0.0 0.0 3.41e-01 8.20e-02 0.0 0.0 0.0 1.48e-03 5.92e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
