0 0 2.000e-01 4.000e-01 6.000e-01 8.000e-01 1.000e+00 1.200e+00 1.400e+00 1.600e+00 1.800e+00 2.000e+00
1 2 2.033e+00 1.817e+00 1.596e+00 1.426e+00 1.297e+00 1.198e+00 1.121e+00 1.060e+00 1.011e+00 9.700e-01
1 3 3.050e+00 2.725e+00 2.394e+00 2.138e+00 1.945e+00 1.797e+00 1.682e+00 1.590e+00 1.516e+00 1.455e+00
1 4 1.600e-01 1.510e-01 1.470e-01 1.460e-01 1.460e-01 1.480e-01 1.510e-01 1.550e-01 1.590e-01 1.630e-01
1 5 3.270e-01 3.060e-01 2.960e-01 2.920e-01 2.930e-01 2.960e-01 3.020e-01 3.090e-01 3.170e-01 3.250e-01
2 3 6.337e+00 6.407e+00 6.298e+00 6.197e+00 6.128e+00 6.080e+00 6.043e+00 6.007e+00 5.969e+00 5.926e+00
2 4 1.505e+00 1.584e+00 1.644e+00 1.676e+00 1.688e+00 1.690e+00 1.685e+00 1.678e+00 1.670e+00 1.661e+00
2 5 2.366e+00 2.429e+00 2.462e+00 2.475e+00 2.472e+00 2.461e+00 2.444e+00 2.425e+00 2.406e+00 2.387e+00
3 4 1.731e+00 1.770e+00 1.787e+00 1.792e+00 1.788e+00 1.777e+00 1.764e+00 1.749e+00 1.733e+00 1.718e+00
3 5 4.046e+00 4.225e+00 4.352e+00 4.417e+00 4.437e+00 4.432e+00 4.414e+00 4.390e+00 4.364e+00 4.338e+00
4 5 2.157e+00 2.238e+00 2.246e+00 2.273e+00 2.330e+00 2.406e+00 2.489e+00 2.571e+00 2.650e+00 2.721e+00
*** Ar IV collision strengths
*** ATOM argon
*** SPECTRUM 4
*** N_LEVELS 5
*** T_UNIT K/10000
*** SOURCE Zeippen, Butler & Le Bourlot, 1987, A&A, 188, 251
*** NOTE Collision strengths 
*** GSCONFIG p3
